   ,buy_slope_threshold   ,buy_velocity_threshold,close_slope_threshold ,close_velocity_threshold,sell_slope_threshold  ,sell_velocity_threshold,profit_percentage
397,-0.0027728865038173693,-0.0019387155987180024,0.002695571040724752  ,-0.0006450682988591912  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
385,-0.0027728865038173693,-0.0019387155987180024,-0.004595705685331409 ,-0.0006450682988591912  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
398,-0.0027728865038173693,-0.0019387155987180024,-0.0009500673223033287,-0.0019387155987180024  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
375,-0.0027728865038173693,-0.0019387155987180024,-0.0009500673223033287,-0.0006450682988591912  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
376,-0.0027728865038173693,-0.0019387155987180024,-0.0027728865038173693,-0.0006450682988591912  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
377,-0.0027728865038173693,-0.0019387155987180024,0.002695571040724752  ,-0.0032323628985768127  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
378,-0.0027728865038173693,-0.0019387155987180024,0.0008727518592107119 ,-0.0032323628985768127  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
379,-0.0027728865038173693,-0.0019387155987180024,-0.0009500673223033287,0.0019422263008584304   ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
380,-0.0027728865038173693,-0.0019387155987180024,0.0008727518592107119 ,0.0019422263008584304   ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
381,-0.0027728865038173693,-0.0019387155987180024,-0.0027728865038173693,0.0019422263008584304   ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
382,-0.0027728865038173693,-0.0019387155987180024,-0.0027728865038173693,0.0006485790009996199   ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
383,-0.0027728865038173693,-0.0019387155987180024,-0.004595705685331409 ,-0.0019387155987180024  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
384,-0.0027728865038173693,-0.0019387155987180024,0.002695571040724752  ,0.0019422263008584304   ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
399,-0.0027728865038173693,-0.0019387155987180024,0.0008727518592107119 ,-0.0006450682988591912  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
386,-0.0027728865038173693,-0.0019387155987180024,-0.0027728865038173693,-0.0019387155987180024  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
388,-0.0027728865038173693,-0.0019387155987180024,-0.004595705685331409 ,-0.0032323628985768127  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
389,-0.0027728865038173693,-0.0019387155987180024,0.002695571040724752  ,-0.0019387155987180024  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
390,-0.0027728865038173693,-0.0019387155987180024,-0.0009500673223033287,-0.0032323628985768127  ,-0.0009500673223033287,0.0019422263008584304  ,213.99307916076452
