     ,buy_slope_threshold   ,buy_velocity_threshold,close_slope_threshold ,close_velocity_threshold,sell_slope_threshold  ,sell_velocity_threshold,profit_percentage
3144 ,-0.0038673932921437833,-0.004525278610935007 ,-0.006421972680450389 ,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3494 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0013128139038371773,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3369 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0038673932921437833,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3619 ,-0.0038673932921437833,-0.004525278610935007 ,0.0012417654844694287 ,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3419 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0013128139038371773,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3444 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0013128139038371773,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3344 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0038673932921437833,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3319 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0038673932921437833,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3469 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0013128139038371773,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3169 ,-0.0038673932921437833,-0.004525278610935007 ,-0.006421972680450389 ,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3244 ,-0.0038673932921437833,-0.004525278610935007 ,-0.006421972680450389 ,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3644 ,-0.0038673932921437833,-0.004525278610935007 ,0.0037963448727760347 ,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3219 ,-0.0038673932921437833,-0.004525278610935007 ,-0.006421972680450389 ,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3744 ,-0.0038673932921437833,-0.004525278610935007 ,0.0037963448727760347 ,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3294 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0038673932921437833,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3194 ,-0.0038673932921437833,-0.004525278610935007 ,-0.006421972680450389 ,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3520 ,-0.0038673932921437833,-0.004525278610935007 ,0.0012417654844694287 ,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3669 ,-0.0038673932921437833,-0.004525278610935007 ,0.0037963448727760347 ,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3545 ,-0.0038673932921437833,-0.004525278610935007 ,0.0012417654844694287 ,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3719 ,-0.0038673932921437833,-0.004525278610935007 ,0.0037963448727760347 ,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3569 ,-0.0038673932921437833,-0.004525278610935007 ,0.0012417654844694287 ,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3594 ,-0.0038673932921437833,-0.004525278610935007 ,0.0012417654844694287 ,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3268 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0038673932921437833,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3694 ,-0.0038673932921437833,-0.004525278610935007 ,0.0037963448727760347 ,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
3394 ,-0.0038673932921437833,-0.004525278610935007 ,-0.0013128139038371773,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5632.266370765129
294  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0013128139038371773,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
144  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0038673932921437833,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
319  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0013128139038371773,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
444  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0012417654844694287 ,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
270  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0013128139038371773,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
219  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0038673932921437833,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
519  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0037963448727760347 ,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
94   ,-0.006421972680450389 ,-0.004525278610935007 ,-0.006421972680450389 ,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
244  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0038673932921437833,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
592  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0037963448727760347 ,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
44   ,-0.006421972680450389 ,-0.004525278610935007 ,-0.006421972680450389 ,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
569  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0037963448727760347 ,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
119  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.006421972680450389 ,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
194  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0038673932921437833,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
470  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0012417654844694287 ,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
543  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0037963448727760347 ,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
169  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0038673932921437833,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
620  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0037963448727760347 ,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
419  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0012417654844694287 ,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
71   ,-0.006421972680450389 ,-0.004525278610935007 ,-0.006421972680450389 ,-0.0009050597237876415  ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
370  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0013128139038371773,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
344  ,-0.006421972680450389 ,-0.004525278610935007 ,-0.0013128139038371773,0.0009050497197860413   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
494  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0012417654844694287 ,0.002715159163359724    ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
19   ,-0.006421972680450389 ,-0.004525278610935007 ,-0.006421972680450389 ,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
394  ,-0.006421972680450389 ,-0.004525278610935007 ,0.0012417654844694287 ,-0.004525278610935007   ,0.0012417654844694287 ,0.002715159163359724   ,5627.749258745925
4169 ,-0.0038673932921437833,-0.0027151691673613244,0.0012417654844694287 ,-0.0027151691673613244  ,0.0012417654844694287 ,0.002715159163359724   ,5556.490159308979
