,Unnamed: 0,buy_slope_threshold,buy_velocity_threshold,close_slope_threshold,close_velocity_threshold,sell_slope_threshold,sell_velocity_threshold,profit_percentage
0,392,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7561.22884579953
18,419,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7561.22884579953
13,219,-0.004184813123753739,-0.003020905661364489,-0.002497745245726538,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7561.22884579953
10,293,-0.004184813123753739,-0.003020905661364489,-0.0008106773676993372,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7561.22884579953
9,570,-0.004184813123753739,-0.003020905661364489,0.0025634583883550645,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7561.22884579953
8,94,-0.004184813123753739,-0.003020905661364489,-0.004184813123753739,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7561.22884579953
7,369,-0.004184813123753739,-0.003020905661364489,-0.0008106773676993372,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7561.22884579953
2,244,-0.004184813123753739,-0.003020905661364489,-0.002497745245726538,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7561.22884579953
5,594,-0.004184813123753739,-0.003020905661364489,0.0025634583883550645,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7561.22884579953
3,19,-0.004184813123753739,-0.003020905661364489,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7561.22884579953
11,544,-0.004184813123753739,-0.003020905661364489,0.0025634583883550645,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7561.22884579953
6,44,-0.004184813123753739,-0.003020905661364489,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7561.22884579953
12,119,-0.004184813123753739,-0.003020905661364489,-0.004184813123753739,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7561.22884579953
4,519,-0.004184813123753739,-0.003020905661364489,0.0025634583883550645,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7561.22884579953
14,194,-0.004184813123753739,-0.003020905661364489,-0.002497745245726538,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7561.22884579953
21,319,-0.004184813123753739,-0.003020905661364489,-0.0008106773676993372,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7561.22884579953
15,344,-0.004184813123753739,-0.003020905661364489,-0.0008106773676993372,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7561.22884579953
24,469,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7561.22884579953
23,144,-0.004184813123753739,-0.003020905661364489,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7561.22884579953
22,619,-0.004184813123753739,-0.003020905661364489,0.0025634583883550645,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7561.22884579953
1,442,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7561.22884579953
20,69,-0.004184813123753739,-0.003020905661364489,-0.004184813123753739,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7561.22884579953
19,169,-0.004184813123753739,-0.003020905661364489,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7561.22884579953
17,269,-0.004184813123753739,-0.003020905661364489,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7561.22884579953
16,493,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7561.22884579953
37,3144,-0.002497745245726538,-0.003020905661364489,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7486.039311205099
35,3444,-0.002497745245726538,-0.003020905661364489,-0.0008106773676993372,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7486.039311205099
34,3519,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7486.039311205099
33,3594,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7486.039311205099
32,3269,-0.002497745245726538,-0.003020905661364489,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7486.039311205099
25,3168,-0.002497745245726538,-0.003020905661364489,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7486.039311205099
29,3419,-0.002497745245726538,-0.003020905661364489,-0.0008106773676993372,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7486.039311205099
28,3343,-0.002497745245726538,-0.003020905661364489,-0.002497745245726538,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7486.039311205099
27,3544,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7486.039311205099
26,3644,-0.002497745245726538,-0.003020905661364489,0.0025634583883550645,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7486.039311205099
36,3668,-0.002497745245726538,-0.003020905661364489,0.0025634583883550645,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7486.039311205099
30,3219,-0.002497745245726538,-0.003020905661364489,-0.004184813123753739,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7486.039311205099
44,3719,-0.002497745245726538,-0.003020905661364489,0.0025634583883550645,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7486.039311205099
31,3319,-0.002497745245726538,-0.003020905661364489,-0.002497745245726538,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7486.039311205099
45,3469,-0.002497745245726538,-0.003020905661364489,-0.0008106773676993372,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7486.039311205099
39,3394,-0.002497745245726538,-0.003020905661364489,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7486.039311205099
49,3619,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7486.039311205099
48,3294,-0.002497745245726538,-0.003020905661364489,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7486.039311205099
47,3244,-0.002497745245726538,-0.003020905661364489,-0.004184813123753739,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7486.039311205099
46,3744,-0.002497745245726538,-0.003020905661364489,0.0025634583883550645,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7486.039311205099
38,3571,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7486.039311205099
43,3694,-0.002497745245726538,-0.003020905661364489,0.0025634583883550645,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7486.039311205099
42,3194,-0.002497745245726538,-0.003020905661364489,-0.004184813123753739,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7486.039311205099
41,3369,-0.002497745245726538,-0.003020905661364489,-0.002497745245726538,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7486.039311205099
40,3494,-0.002497745245726538,-0.003020905661364489,-0.0008106773676993372,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7486.039311205099
62,919,-0.004184813123753739,-0.0018127994480289355,-0.0008106773676993372,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7456.504998351613
60,871,-0.004184813123753739,-0.0018127994480289355,-0.002497745245726538,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7456.504998351613
59,694,-0.004184813123753739,-0.0018127994480289355,-0.004184813123753739,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7456.504998351613
58,794,-0.004184813123753739,-0.0018127994480289355,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7456.504998351613
57,894,-0.004184813123753739,-0.0018127994480289355,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7456.504998351613
50,1219,-0.004184813123753739,-0.0018127994480289355,0.0025634583883550645,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7456.504998351613
54,844,-0.004184813123753739,-0.0018127994480289355,-0.002497745245726538,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7456.504998351613
53,993,-0.004184813123753739,-0.0018127994480289355,-0.0008106773676993372,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7456.504998351613
52,669,-0.004184813123753739,-0.0018127994480289355,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7456.504998351613
51,1045,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7456.504998351613
61,1070,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7456.504998351613
55,1169,-0.004184813123753739,-0.0018127994480289355,0.0025634583883550645,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7456.504998351613
69,1019,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7456.504998351613
56,1094,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7456.504998351613
70,1194,-0.004184813123753739,-0.0018127994480289355,0.0025634583883550645,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7456.504998351613
64,1144,-0.004184813123753739,-0.0018127994480289355,0.0025634583883550645,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7456.504998351613
74,769,-0.004184813123753739,-0.0018127994480289355,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7456.504998351613
73,1245,-0.004184813123753739,-0.0018127994480289355,0.0025634583883550645,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7456.504998351613
72,719,-0.004184813123753739,-0.0018127994480289355,-0.004184813123753739,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7456.504998351613
71,644,-0.004184813123753739,-0.0018127994480289355,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7456.504998351613
63,1118,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7456.504998351613
68,820,-0.004184813123753739,-0.0018127994480289355,-0.002497745245726538,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7456.504998351613
67,944,-0.004184813123753739,-0.0018127994480289355,-0.0008106773676993372,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7456.504998351613
66,743,-0.004184813123753739,-0.0018127994480289355,-0.004184813123753739,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7456.504998351613
65,969,-0.004184813123753739,-0.0018127994480289355,-0.0008106773676993372,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7456.504998351613
77,6344,-0.0008106773676993372,-0.003020905661364489,-0.004184813123753739,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7390.739635095802
79,6269,-0.0008106773676993372,-0.003020905661364489,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7390.739635095802
85,6670,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7390.739635095802
75,6369,-0.0008106773676993372,-0.003020905661364489,-0.004184813123753739,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7390.739635095802
76,6594,-0.0008106773676993372,-0.003020905661364489,-0.0008106773676993372,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7390.739635095802
84,6718,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7390.739635095802
78,6795,-0.0008106773676993372,-0.003020905661364489,0.0025634583883550645,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7390.739635095802
80,6419,-0.0008106773676993372,-0.003020905661364489,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7390.739635095802
81,6319,-0.0008106773676993372,-0.003020905661364489,-0.004184813123753739,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7390.739635095802
82,6695,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7390.739635095802
83,6744,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7390.739635095802
86,6644,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7390.739635095802
87,6819,-0.0008106773676993372,-0.003020905661364489,0.0025634583883550645,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7390.739635095802
88,6444,-0.0008106773676993372,-0.003020905661364489,-0.002497745245726538,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7390.739635095802
92,6619,-0.0008106773676993372,-0.003020905661364489,-0.0008106773676993372,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7390.739635095802
98,6544,-0.0008106773676993372,-0.003020905661364489,-0.0008106773676993372,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7390.739635095802
93,6844,-0.0008106773676993372,-0.003020905661364489,0.0025634583883550645,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7390.739635095802
89,6769,-0.0008106773676993372,-0.003020905661364489,0.0025634583883550645,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7390.739635095802
90,6869,-0.0008106773676993372,-0.003020905661364489,0.0025634583883550645,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7390.739635095802
91,6519,-0.0008106773676993372,-0.003020905661364489,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7390.739635095802
99,6494,-0.0008106773676993372,-0.003020905661364489,-0.002497745245726538,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7390.739635095802
94,6570,-0.0008106773676993372,-0.003020905661364489,-0.0008106773676993372,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7390.739635095802
95,6294,-0.0008106773676993372,-0.003020905661364489,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7390.739635095802
96,6469,-0.0008106773676993372,-0.003020905661364489,-0.002497745245726538,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7390.739635095802
97,6394,-0.0008106773676993372,-0.003020905661364489,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7390.739635095802
110,4244,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
105,4269,-0.002497745245726538,-0.0018127994480289355,0.0025634583883550645,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
101,4219,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
102,3794,-0.002497745245726538,-0.0018127994480289355,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
103,3944,-0.002497745245726538,-0.0018127994480289355,-0.002497745245726538,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
118,3769,-0.002497745245726538,-0.0018127994480289355,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
106,4069,-0.002497745245726538,-0.0018127994480289355,-0.0008106773676993372,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
107,3994,-0.002497745245726538,-0.0018127994480289355,-0.002497745245726538,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
108,3969,-0.002497745245726538,-0.0018127994480289355,-0.002497745245726538,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
109,4319,-0.002497745245726538,-0.0018127994480289355,0.0025634583883550645,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
100,4194,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
111,4144,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
104,4119,-0.002497745245726538,-0.0018127994480289355,-0.0008106773676993372,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
113,4044,-0.002497745245726538,-0.0018127994480289355,-0.0008106773676993372,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
112,3820,-0.002497745245726538,-0.0018127994480289355,-0.004184813123753739,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
114,3869,-0.002497745245726538,-0.0018127994480289355,-0.004184813123753739,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
115,3894,-0.002497745245726538,-0.0018127994480289355,-0.002497745245726538,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
116,4169,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
117,4094,-0.002497745245726538,-0.0018127994480289355,-0.0008106773676993372,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
124,4369,-0.002497745245726538,-0.0018127994480289355,0.0025634583883550645,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
120,4294,-0.002497745245726538,-0.0018127994480289355,0.0025634583883550645,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
121,4344,-0.002497745245726538,-0.0018127994480289355,0.0025634583883550645,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
122,3844,-0.002497745245726538,-0.0018127994480289355,-0.004184813123753739,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
123,4019,-0.002497745245726538,-0.0018127994480289355,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
119,3919,-0.002497745245726538,-0.0018127994480289355,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7381.3154637571815
129,6944,-0.0008106773676993372,-0.0018127994480289355,-0.004184813123753739,-0.0006046932346933817,0.0008763905103278636,0.0018115191919777253,7286.015787647886
136,7219,-0.0008106773676993372,-0.0018127994480289355,-0.0008106773676993372,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7286.015787647886
126,7294,-0.0008106773676993372,-0.0018127994480289355,0.0008763905103278636,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7286.015787647886
127,7144,-0.0008106773676993372,-0.0018127994480289355,-0.0008106773676993372,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7286.015787647886
128,7244,-0.0008106773676993372,-0.0018127994480289355,-0.0008106773676993372,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7286.015787647886
133,7419,-0.0008106773676993372,-0.0018127994480289355,0.0025634583883550645,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7286.015787647886
131,6894,-0.0008106773676993372,-0.0018127994480289355,-0.004184813123753739,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7286.015787647886
132,7119,-0.0008106773676993372,-0.0018127994480289355,-0.002497745245726538,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7286.015787647886
134,7044,-0.0008106773676993372,-0.0018127994480289355,-0.002497745245726538,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7286.015787647886
135,6919,-0.0008106773676993372,-0.0018127994480289355,-0.004184813123753739,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,7286.015787647886
125,7394,-0.0008106773676993372,-0.0018127994480289355,0.0025634583883550645,-0.003020905661364489,0.0008763905103278636,0.0018115191919777253,7286.015787647886
130,7369,-0.0008106773676993372,-0.0018127994480289355,0.0008763905103278636,0.0018115191919777253,0.0008763905103278636,0.0018115191919777253,7286.015787647886
137,7469,-0.0008106773676993372,-0.0018127994480289355,0.0025634583883550645,0.0006034129786421719,0.0008763905103278636,0.0018115191919777253,7286.015787647886
