          ,close  ,high              ,low    ,p_change             ,open  ,pre_close,volume  ,date    ,date_week,key,atr21             ,atr14
2017-07-18,127.73 ,128.16            ,127.0  ,0.235                ,127.11,127.43   ,3732790 ,20170718,1        ,25 ,2.0127233703099914,2.011079039859684
2017-07-19,128.04 ,128.27            ,127.555,0.243                ,127.73,127.73   ,2550405 ,20170719,2        ,26 ,1.897308582026415 ,1.8515874857984036
2017-07-20,128.47 ,128.84            ,127.935,0.336                ,128.4 ,128.04   ,2350324 ,20170720,3        ,27 ,1.8204021231104817,1.7508771235656357
2017-07-21,129.27 ,130.2             ,128.32 ,0.623                ,128.53,128.47   ,4375392 ,20170721,4        ,28 ,1.8533517845445682,1.8063006255908856
2017-07-24,129.52 ,129.9             ,128.6  ,0.193                ,129.39,129.27   ,3065440 ,20170724,0        ,29 ,1.8125255672255673,1.75543216631352
2017-07-25,129.98 ,130.18            ,129.22 ,0.355                ,130.0 ,129.52   ,2476008 ,20170725,1        ,30 ,1.7307635493319076,1.6481035888752147
2017-07-26,130.99 ,131.18            ,129.76 ,0.777                ,129.92,129.98   ,3545311 ,20170726,2        ,31 ,1.7240106663736747,1.6497062245974323
2017-07-27,128.93 ,132.19899999999998,126.55 ,-1.5730000000000002  ,132.0 ,130.99   ,4914542 ,20170727,3        ,32 ,2.0968825346740365,2.1877308273499505
2017-07-28,127.91 ,129.99            ,127.31 ,-0.7909999999999999  ,128.96,128.93   ,5257922 ,20170728,4        ,33 ,2.2466651731236436,2.3882457240559
2017-07-31,127.8  ,128.45            ,127.4  ,-0.086               ,128.0 ,127.91   ,3347529 ,20170731,0        ,34 ,2.1791098999682883,2.273043325894247
2017-08-01,129.49 ,129.98            ,128.5  ,1.3219999999999998   ,128.66,127.8    ,4009882 ,20170801,1        ,35 ,2.168859216917707 ,2.2458132213002022
2017-08-02,130.61 ,130.61            ,129.18 ,0.865                ,129.74,129.49   ,3578631 ,20170802,2        ,36 ,2.228910759393838 ,2.3214175046193137
2017-08-03,129.89 ,130.57            ,129.24 ,-0.551               ,130.4 ,130.61   ,2568052 ,20170803,3        ,37 ,2.1449468354397005,2.1886511160940554
2017-08-04,129.82 ,130.25            ,129.44 ,-0.054000000000000006,130.22,129.89   ,2208103 ,20170804,4        ,38 ,2.054107507682989 ,2.0523171179357735
2017-08-07,130.38 ,130.495           ,129.55 ,0.431                ,129.99,129.82   ,1585752 ,20170807,0        ,39 ,1.9510014310845853,1.9041909803264934
2017-08-08,129.84 ,130.31            ,129.3  ,-0.414               ,130.13,130.38   ,2058134 ,20170808,1        ,40 ,1.8637023306664506,1.784627033904095
