          ,close  ,high   ,low    ,p_change,open   ,pre_close,volume ,date    ,date_week,atr21             ,atr14             ,key
2017-07-06,122.17 ,123.65 ,122.05 ,-1.46   ,123.49 ,123.98   ,714751 ,20170706,3        ,2.093882262058269 ,2.0464735137551737,17
2017-07-07,123.42 ,123.68 ,122.27 ,1.023   ,122.51 ,122.17   ,598522 ,20170707,4        ,2.0521623327856355,1.998442945129353 ,18
2017-07-10,123.03 ,123.44 ,122.53 ,-0.316  ,123.09 ,123.42   ,515724 ,20170710,0        ,1.9686418835854322,1.89542966256414  ,19
2017-07-11,122.61 ,123.46 ,122.06 ,-0.341  ,123.18 ,123.03   ,587090 ,20170711,1        ,1.9088701828499404,1.8259298451054704,20
2017-07-12,124.28 ,124.72 ,123.12 ,1.362   ,123.18 ,122.61   ,481311 ,20170712,2        ,1.8861862656010382,1.8069929318448115,21
2017-07-13,124.68 ,124.85 ,123.09 ,0.322   ,124.51 ,124.28   ,820492 ,20170713,3        ,1.9223948596230989,1.8669581991133826,22
2017-07-14,125.1  ,125.59 ,123.94 ,0.337   ,124.52 ,124.68   ,403047 ,20170714,4        ,1.8948335078457104,1.8370666119534393,23
2017-07-17,125.37 ,125.58 ,124.39 ,0.216   ,124.8  ,125.1    ,492884 ,20170717,0        ,1.8242424635054448,1.7483107924992634,24
2017-07-18,125.85 ,125.99 ,124.62 ,0.383   ,124.9  ,125.37   ,663099 ,20170718,1        ,1.7791654902391156,1.6966173962751996,25
2017-07-19,126.6  ,126.629,125.07 ,0.596   ,126.06 ,125.85   ,845562 ,20170719,2        ,1.757497674890148 ,1.6778750128401527,26
2017-07-20,127.17 ,127.65 ,126.07 ,0.45    ,126.61 ,126.6    ,1248395,20170720,3        ,1.761649418430756 ,1.6944600441818018,27
2017-07-21,132.57 ,133.62 ,130.15 ,4.246   ,130.5  ,127.17   ,2559392,20170721,4        ,2.2718436309252628,2.4159060730601554,28
2017-07-24,133.57 ,135.2  ,133.03 ,0.754   ,133.15 ,132.57   ,1631042,20170724,0        ,2.827135357245773 ,3.174821389380437 ,29
2017-07-25,132.75 ,134.89 ,132.33 ,-0.614  ,134.71 ,133.57   ,1016479,20170725,1        ,2.801515567413263 ,3.091862831887504 ,30
2017-07-26,133.28 ,133.84 ,132.74 ,0.399   ,132.79 ,132.75   ,661363 ,20170726,2        ,2.639141921845334 ,2.8235272393575785,31
2017-07-27,131.89 ,133.59 ,130.63 ,-1.043  ,133.59 ,133.28   ,799289 ,20170727,3        ,2.6696232660965964,2.841886906577522 ,32
2017-07-28,132.21 ,132.45 ,131.2  ,0.243   ,131.89 ,131.89   ,677659 ,20170728,4        ,2.6138375581996587,2.739512832801878 ,33
2017-07-31,131.63 ,132.88 ,131.44 ,-0.439  ,132.72 ,132.21   ,899684 ,20170731,0        ,2.5031876761374923,2.565079112266535 ,34
2017-08-01,131.59 ,132.51 ,131.47 ,-0.03   ,131.76 ,131.63   ,1082632,20170801,1        ,2.3657237694162787,2.3605510217306294,35
2017-08-02,129.04 ,131.3  ,129.02 ,-1.938  ,131.3  ,131.59   ,23443  ,20170802,2        ,2.3886035562335928,2.393978623969385 ,36
2017-08-03,128.72 ,129.73 ,128.07 ,-0.248  ,129.46 ,129.04   ,1273858,20170803,3        ,2.4942831067047035,2.544770586791581 ,37
2017-08-04,129.29 ,129.59 ,128.3  ,0.443   ,129.11 ,128.72   ,878022 ,20170804,4        ,2.3820756879355725,2.3768348842080895,38
2017-08-07,129.07 ,129.77 ,128.59 ,-0.17   ,129.74 ,129.29   ,772833 ,20170807,0        ,2.2703270007264442,2.2167339285899947,39
2017-08-08,127.7  ,128.88 ,127.345,-1.061  ,128.66 ,129.07   ,817439 ,20170808,1        ,2.240145585941119 ,2.180399877370624 ,40
2017-08-09,128.02 ,128.06 ,126.28 ,0.251   ,127.05 ,127.7    ,1401066,20170809,2        ,2.2910621002147677,2.261879805578596 ,41
2017-08-10,126.91 ,128.86 ,126.86 ,-0.867  ,127.48 ,128.02   ,719653 ,20170810,3        ,2.2641552489209102,2.226888092638437 ,42
2017-08-11,127.76 ,129.0  ,127.43 ,0.67    ,127.48 ,126.91   ,1159542,20170811,4        ,2.2000833080968873,2.1391413086712454,43
2017-08-14,130.53 ,130.75 ,128.17 ,2.168   ,128.65 ,127.76   ,1214526,20170814,0        ,2.351240399915605 ,2.366285249198741 ,44
2017-08-15,132.2  ,132.37 ,130.635,1.279   ,130.93 ,130.53   ,827136 ,20170815,1        ,2.5591755512209176,2.6658618875150966,45
2017-08-16,132.09 ,133.16 ,131.69 ,-0.083  ,132.53 ,132.2    ,731981 ,20170816,2        ,2.565687976601301 ,2.661074559476667 ,46
2017-08-17,130.22 ,132.78 ,130.18 ,-1.416  ,131.22 ,132.09   ,971946 ,20170817,3        ,2.5688397380701766,2.6529228096531745,47
2017-08-18,130.49 ,130.86 ,129.03 ,0.207   ,130.09 ,130.22   ,1479131,20170818,4        ,2.6139130259989   ,2.7072487191414214,48
2017-08-21,130.81 ,131.31 ,130.01 ,0.245   ,130.47 ,130.49   ,654955 ,20170821,0        ,2.4934401327528217,2.519468916221354 ,49
2017-08-22,132.58 ,132.85 ,131.12 ,1.353   ,131.12 ,130.81   ,555205 ,20170822,1        ,2.4812145348822154,2.498191993956692 ,50
2017-08-23,132.02 ,132.375,131.31 ,-0.422  ,131.93 ,132.58   ,422722 ,20170823,2        ,2.397331759210255 ,2.3736933694536377,51
2017-08-24,132.2  ,132.97 ,131.47 ,0.136   ,132.53 ,132.02   ,430590 ,20170824,3        ,2.3152306885529015,2.2571416713946864,52
2017-08-25,132.39 ,133.11 ,132.235,0.144   ,132.83 ,132.2    ,597536 ,20170825,4        ,2.2031942203842907,2.1014541909399305,53
2017-08-28,132.68 ,132.74 ,132.0  ,0.219   ,132.5  ,132.39   ,410784 ,20170828,0        ,2.0694692457737434,1.9198576272506656,54
2017-08-29,133.03 ,133.24 ,131.67 ,0.264   ,131.99 ,132.68   ,455095 ,20170829,1        ,2.0238435595859365,1.8731945020618543,55
2017-08-30,134.44 ,134.455,132.41 ,1.06    ,132.97 ,133.03   ,467491 ,20170830,2        ,2.025775316764145 ,1.8961084733651414,56
2017-08-31,134.03 ,135.04 ,133.58 ,-0.305  ,134.73 ,134.44   ,1020771,20170831,3        ,2.0243354751752953,1.9112977856197733,57
2017-09-01,133.76 ,134.68 ,133.43 ,-0.201  ,134.64 ,134.03   ,672726 ,20170901,4        ,1.9536861062835287,1.8231057497564425,58
2017-09-05,133.06 ,133.59 ,132.28 ,-0.523  ,133.1  ,133.76   ,879351 ,20170905,1        ,1.9351081725749102,1.8133564963484405,59
2017-09-06,134.24 ,134.74 ,133.33 ,0.887   ,133.8  ,133.06   ,750194 ,20170906,2        ,1.887228110463493 ,1.7595669270329448,60
2017-09-07,134.22 ,134.53 ,133.73 ,-0.015  ,134.19 ,134.24   ,492596 ,20170907,3        ,1.8491950501323   ,1.7209525886789345,61
2017-09-08,135.35 ,135.76 ,133.85 ,0.842   ,134.25 ,134.22   ,427471 ,20170908,4        ,1.8547364463583966,1.7461619738735423,62
2017-09-11,135.64 ,136.72 ,135.36 ,0.214   ,136.0  ,135.35   ,1097754,20170911,0        ,1.9135286521393693,1.8466842982651697,63
2017-09-12,136.18 ,136.16 ,135.35 ,0.398   ,135.76 ,135.64   ,389072 ,20170912,1        ,1.813002866014716 ,1.708447106569248 ,64
2017-09-13,135.37 ,136.51 ,135.21 ,-0.595  ,136.19 ,136.18   ,489024 ,20170913,2        ,1.766279622313098 ,1.653983183651904 ,65
2017-09-14,135.0  ,135.07 ,134.55 ,-0.273  ,134.91 ,135.37   ,523349 ,20170914,3        ,1.753869650593874 ,1.6507852065685307,66
2017-09-15,136.37 ,136.72 ,135.5  ,1.015   ,135.58 ,135.0    ,936915 ,20170915,4        ,1.7170978884601136,1.6106781291436545,67
2017-09-18,136.78 ,136.99 ,136.42 ,0.301   ,136.88 ,136.37   ,523934 ,20170918,0        ,1.7419417751648971,1.6612569833254196,68
2017-09-19,136.76 ,137.07 ,136.62 ,-0.015  ,137.05 ,136.78   ,480661 ,20170919,1        ,1.6470997038833433,1.533083664914788 ,69
2017-09-20,136.77 ,137.32 ,135.71 ,0.007   ,136.8  ,136.76   ,633703 ,20170920,2        ,1.6437231166844042,1.543339572969108 ,70
