    ,timestamp ,open          ,high          ,low           ,close         ,open (USD).1  ,high (USD).1  ,low (USD).1   ,close (USD).1 ,volume         ,market cap (USD)  ,pre_close     ,p_change               ,pip_change
826 ,2017-03-14,1239.0061737  ,1252.12717559 ,1225.56332214 ,1243.44474226 ,1239.0061737  ,1252.12717559 ,1225.56332214 ,1243.44474226 ,56011.78062522 ,69647554.12289128 ,1238.08703828 ,0.004327404951628644   ,43.27404951628644
825 ,2017-03-15,1243.24656719 ,1255.49601162 ,1242.0698803  ,1253.22808963 ,1243.24656719 ,1255.49601162 ,1242.0698803  ,1253.22808963 ,58290.17594411 ,73050885.84245385 ,1243.44474226 ,0.007867938990371526   ,78.67938990371526
824 ,2017-03-16,1253.33620575 ,1255.13712569 ,1138.83901033 ,1179.9149206  ,1253.33620575 ,1255.13712569 ,1138.83901033 ,1179.9149206  ,149954.3588179 ,176933385.37847757,1253.22808963 ,-0.05849946201863776   ,-584.9946201863776
823 ,2017-03-17,1174.33493813 ,1174.33493813 ,1077.06780274 ,1082.43754494 ,1174.33493813 ,1174.33493813 ,1077.06780274 ,1082.43754494 ,192083.14156626,207918004.18157217,1179.9149206  ,-0.08261390203492947   ,-826.1390203492947
822 ,2017-03-18,1076.22510467 ,1100.87358598 ,947.21998507  ,970.19069769  ,1076.22510467 ,1100.87358598 ,947.21998507  ,970.19069769  ,240410.85129285,233244371.54863715,1082.43754494 ,-0.10369822053448996   ,-1036.9822053448995
821 ,2017-03-19,972.43082722  ,1060.20939686 ,972.43082722  ,1020.22953321 ,972.43082722  ,1060.20939686 ,972.43082722  ,1020.22953321 ,123252.58285661,125745925.07532704,970.19069769  ,0.051576288701944195   ,515.7628870194419
820 ,2017-03-20,1024.10421511 ,1057.00195656 ,1020.81282385 ,1048.42978828 ,1024.10421511 ,1057.00195656 ,1020.81282385 ,1048.42978828 ,84543.65701359 ,88638088.42324299 ,1020.22953321 ,0.02764108874722737    ,276.4108874722737
819 ,2017-03-21,1049.60282887 ,1124.72912019 ,1049.60282887 ,1121.30647653 ,1049.60282887 ,1124.72912019 ,1049.60282887 ,1121.30647653 ,111355.01867757,124863103.63776362,1048.42978828 ,0.06951031825369802    ,695.1031825369802
818 ,2017-03-22,1122.14376737 ,1122.14376737 ,1002.56005286 ,1043.25190447 ,1122.14376737 ,1122.14376737 ,1002.56005286 ,1043.25190447 ,128124.51643755,133666145.7826808 ,1121.30647653 ,-0.06961038190160829   ,-696.1038190160829
817 ,2017-03-23,1044.86574228 ,1059.26415694 ,1024.97437748 ,1037.54683056 ,1044.86574228 ,1059.26415694 ,1024.97437748 ,1037.54683056 ,70446.63349213 ,73091681.30330504 ,1043.25190447 ,-0.005468548761383141  ,-54.685487613831405
816 ,2017-03-24,1037.63998792 ,1038.74575457 ,934.59564247  ,942.2882068   ,1037.63998792 ,1038.74575457 ,934.59564247  ,942.2882068   ,150000.22947394,141343447.25108203,1037.54683056 ,-0.09181139680084183   ,-918.1139680084183
815 ,2017-03-25,943.04991491  ,978.87401804  ,897.37407631  ,972.52185483  ,943.04991491  ,978.87401804  ,897.37407631  ,972.52185483  ,153474.79703988,149257594.2874154 ,942.2882068   ,0.03208535118217504    ,320.8535118217504
814 ,2017-03-26,972.20400491  ,1004.67395283 ,954.45775777  ,967.48384856  ,972.20400491  ,1004.67395283 ,954.45775777  ,967.48384856  ,107323.8033328 ,103834046.29083958,972.52185483  ,-0.005180352755034701  ,-51.803527550347006
813 ,2017-03-27,970.05196739  ,1047.02618275 ,964.69037219  ,1046.10583705 ,970.05196739  ,1047.02618275 ,964.69037219  ,1046.10583705 ,107783.60960463,112753063.14591315,967.48384856  ,0.0812643938263371     ,812.643938263371
812 ,2017-03-28,1045.56599508 ,1067.36280311 ,1020.44610388 ,1045.55902052 ,1045.56599508 ,1067.36280311 ,1020.44610388 ,1045.55902052 ,101568.79531326,106196170.14313538,1046.10583705 ,-0.0005227162593240964 ,-5.227162593240964
811 ,2017-03-29,1045.58777119 ,1056.96245868 ,1013.05695303 ,1042.14462398 ,1045.58777119 ,1056.96245868 ,1013.05695303 ,1042.14462398 ,88586.39325021 ,92319833.48338269 ,1045.55902052 ,-0.0032656181745741586 ,-32.656181745741584
810 ,2017-03-30,1043.04244697 ,1052.56899175 ,1025.92174746 ,1039.7345524  ,1043.04244697 ,1052.56899175 ,1025.92174746 ,1039.7345524  ,90035.8190112  ,93613351.97961111 ,1042.14462398 ,-0.002312607602192318  ,-23.126076021923183
809 ,2017-03-31,1039.27627292 ,1088.05168382 ,1039.27627292 ,1079.03593159 ,1039.27627292 ,1088.05168382 ,1039.27627292 ,1079.03593159 ,104737.55072565,113015580.6195262 ,1039.7345524  ,0.03779943553792786    ,377.9943553792786
808 ,2017-04-01,1080.49889506 ,1103.02552669 ,1071.17744329 ,1087.68447853 ,1080.49889506 ,1103.02552669 ,1071.17744329 ,1087.68447853 ,64683.12588837 ,70354832.05174005 ,1079.03593159 ,0.008015068531829206   ,80.15068531829206
807 ,2017-04-02,1087.60590296 ,1110.48122646 ,1079.61986251 ,1100.66373784 ,1087.60590296 ,1110.48122646 ,1079.61986251 ,1100.66373784 ,72433.80106267 ,79725258.22333647 ,1087.68447853 ,0.011932926842480596   ,119.32926842480596
806 ,2017-04-03,1101.47262798 ,1157.3060097  ,1101.47262798 ,1148.42772194 ,1101.47262798 ,1157.3060097  ,1101.47262798 ,1148.42772194 ,107983.7674412 ,124011552.04856688,1100.66373784 ,0.04339561889604404    ,433.9561889604404
805 ,2017-04-04,1149.31412534 ,1159.58666309 ,1127.04247861 ,1142.13327471 ,1149.31412534 ,1159.58666309 ,1127.04247861 ,1142.13327471 ,82832.40041254 ,94605640.73564766 ,1148.42772194 ,-0.005480925886539034  ,-54.80925886539034
804 ,2017-04-05,1143.99790652 ,1145.11488566 ,1116.44990502 ,1131.52420309 ,1143.99790652 ,1145.11488566 ,1116.44990502 ,1131.52420309 ,83785.79440142 ,94805654.24007206 ,1142.13327471 ,-0.009288821063981212  ,-92.88821063981212
803 ,2017-04-06,1132.70038941 ,1202.32699374 ,1132.70038941 ,1192.25376297 ,1132.70038941 ,1202.32699374 ,1132.70038941 ,1192.25376297 ,103626.46351164,123549041.0645259 ,1131.52420309 ,0.05367057966074262    ,536.7057966074262
802 ,2017-04-07,1190.65040929 ,1202.15415773 ,1177.52739804 ,1192.08240511 ,1190.65040929 ,1202.15415773 ,1177.52739804 ,1192.08240511 ,76632.25393203 ,91351961.5764049  ,1192.25376297 ,-0.00014372599636258698,-1.4372599636258698
801 ,2017-04-08,1192.17474362 ,1197.63695249 ,1171.45013386 ,1180.44165118 ,1192.17474362 ,1197.63695249 ,1171.45013386 ,1180.44165118 ,46042.89878451 ,54350955.46619435 ,1192.08240511 ,-0.00976505808667305   ,-97.65058086673051
800 ,2017-04-09,1181.1464334  ,1215.27058899 ,1179.29403899 ,1207.42166415 ,1181.1464334  ,1215.27058899 ,1179.29403899 ,1207.42166415 ,54444.09030706 ,65736974.12194799 ,1180.44165118 ,0.022855863263576026   ,228.55863263576026
799 ,2017-04-10,1208.04642021 ,1218.77422862 ,1202.3188731  ,1209.8453916  ,1208.04642021 ,1218.77422862 ,1202.3188731  ,1209.8453916  ,49187.75447476 ,59509578.07435835 ,1207.42166415 ,0.0020073579280246445  ,20.073579280246445
798 ,2017-04-11,1210.7979668  ,1231.03522139 ,1203.96694613 ,1224.27785683 ,1210.7979668  ,1231.03522139 ,1203.96694613 ,1224.27785683 ,55060.05890413 ,67408810.91198717 ,1209.8453916  ,0.011929181472446926   ,119.29181472446926
797 ,2017-04-12,1225.06641276 ,1227.45127263 ,1213.93693193 ,1216.63400816 ,1225.06641276 ,1227.45127263 ,1213.93693193 ,1216.63400816 ,55625.83535794 ,67676283.02865277 ,1224.27785683 ,-0.00624355707109836   ,-62.4355707109836
796 ,2017-04-13,1216.6371869  ,1222.17250034 ,1162.40564158 ,1178.71466155 ,1216.6371869  ,1222.17250034 ,1162.40564158 ,1178.71466155 ,82249.44776934 ,96948629.99015293 ,1216.63400816 ,-0.031167422869715633  ,-311.6742286971563
795 ,2017-04-14,1180.40178048 ,1200.27393695 ,1176.62663468 ,1191.20217465 ,1180.40178048 ,1200.27393695 ,1176.62663468 ,1191.20217465 ,65978.06545024 ,78593215.04377665 ,1178.71466155 ,0.010594178139414101   ,105.941781394141
794 ,2017-04-15,1191.1108502  ,1199.99019985 ,1170.62163499 ,1182.47460398 ,1191.1108502  ,1199.99019985 ,1170.62163499 ,1182.47460398 ,38032.92916129 ,44972972.84837813 ,1191.20217465 ,-0.007326691350747705  ,-73.26691350747706
793 ,2017-04-16,1183.13450015 ,1193.6916083  ,1181.88019836 ,1188.56876331 ,1183.13450015 ,1193.6916083  ,1181.88019836 ,1188.56876331 ,26223.5470711  ,31168488.91185433 ,1182.47460398 ,0.005153733796470661   ,51.53733796470661
792 ,2017-04-17,1188.34898603 ,1214.7847603  ,1185.16546726 ,1210.80337352 ,1188.34898603 ,1214.7847603  ,1185.16546726 ,1210.80337352 ,57137.22000997 ,69181938.741383   ,1188.56876331 ,0.0187070457312708     ,187.070457312708
791 ,2017-04-18,1210.15651761 ,1235.0226034  ,1209.63471797 ,1226.59157887 ,1210.15651761 ,1235.0226034  ,1209.63471797 ,1226.59157887 ,58276.5039751  ,71481469.02210884 ,1210.80337352 ,0.013039446119233356   ,130.39446119233355
790 ,2017-04-19,1226.71867158 ,1230.10926467 ,1216.41123872 ,1223.79625739 ,1226.71867158 ,1230.10926467 ,1216.41123872 ,1223.79625739 ,54592.09181307 ,66809597.64390673 ,1226.59157887 ,-0.002278934184902215  ,-22.78934184902215
789 ,2017-04-20,1224.62878802 ,1266.02837893 ,1224.29133066 ,1257.72320989 ,1224.62878802 ,1266.02837893 ,1224.29133066 ,1257.72320989 ,64640.87246018 ,81300325.60082167 ,1223.79625739 ,0.027722713070193805   ,277.22713070193805
788 ,2017-04-21,1259.44221266 ,1277.2103583  ,1257.70993743 ,1263.76627235 ,1259.44221266 ,1277.2103583  ,1257.70993743 ,1263.76627235 ,52672.53113417 ,66565768.32645428 ,1257.72320989 ,0.004804763410964252   ,48.04763410964252
787 ,2017-04-22,1264.07621975 ,1270.94098338 ,1230.74861585 ,1265.41008709 ,1264.07621975 ,1270.94098338 ,1230.74861585 ,1265.41008709 ,54305.95928794 ,68719308.67215623 ,1263.76627235 ,0.0013007268637919012  ,13.007268637919012
786 ,2017-04-23,1265.72104436 ,1268.37621113 ,1254.02195778 ,1263.52638166 ,1265.72104436 ,1268.37621113 ,1254.02195778 ,1263.52638166 ,54137.01052229 ,68403541.01909852 ,1265.41008709 ,-0.0014886126238584652 ,-14.886126238584652
785 ,2017-04-24,1263.80346165 ,1269.62891992 ,1253.34714132 ,1266.61463862 ,1263.80346165 ,1269.62891992 ,1253.34714132 ,1266.61463862 ,46739.98302884 ,59201546.71325459 ,1263.52638166 ,0.002444157086726406   ,24.441570867264062
784 ,2017-04-25,1266.17037211 ,1287.65595158 ,1263.39780951 ,1281.67042656 ,1266.17037211 ,1287.65595158 ,1263.39780951 ,1281.67042656 ,54584.12897952 ,69958863.87272197 ,1266.61463862 ,0.011886636614592883   ,118.86636614592882
783 ,2017-04-26,1282.56679032 ,1319.56550723 ,1282.28076051 ,1305.1669872  ,1282.56679032 ,1319.56550723 ,1282.28076051 ,1305.1669872  ,76047.34018738 ,99254477.87671322 ,1281.67042656 ,0.018332763363406057   ,183.32763363406056
782 ,2017-04-27,1305.42085257 ,1346.99984094 ,1302.58325959 ,1343.60026802 ,1305.42085257 ,1346.99984094 ,1302.58325959 ,1343.60026802 ,78106.60806698 ,104944059.53262857,1305.1669872  ,0.029447021873003187   ,294.4702187300319
781 ,2017-04-28,1342.93184911 ,1357.98860126 ,1303.7279417  ,1341.81805045 ,1342.93184911 ,1357.98860126 ,1303.7279417  ,1341.81805045 ,91795.2155398  ,123172477.1563409 ,1343.60026802 ,-0.0013264492516261717 ,-13.264492516261717
780 ,2017-04-29,1339.74579645 ,1354.60661776 ,1332.18440117 ,1344.83217335 ,1339.74579645 ,1354.60661776 ,1332.18440117 ,1344.83217335 ,48894.01554598 ,65754245.19060542 ,1341.81805045 ,0.0022462977741199985  ,22.462977741199985
779 ,2017-04-30,1344.95591854 ,1362.53883744 ,1328.13338983 ,1359.44685227 ,1344.95591854 ,1362.53883744 ,1328.13338983 ,1359.44685227 ,47762.54937991 ,64930647.41092928 ,1344.83217335 ,0.010867288282964349   ,108.6728828296435
778 ,2017-05-01,1360.15333076 ,1456.73679208 ,1357.61834071 ,1436.5809052  ,1360.15333076 ,1456.73679208 ,1357.61834071 ,1436.5809052  ,113082.61465875,162452324.928312  ,1359.44685227 ,0.056739292750725756   ,567.3929275072576
777 ,2017-05-02,1434.09009238 ,1492.02951953 ,1427.95225044 ,1463.71336348 ,1434.09009238 ,1492.02951953 ,1427.95225044 ,1463.71336348 ,86077.94213154 ,125993434.19872458,1436.5809052  ,0.018886829263697225   ,188.86829263697226
776 ,2017-05-03,1464.04600159 ,1507.92388267 ,1452.01450649 ,1503.25160472 ,1464.04600159 ,1507.92388267 ,1452.01450649 ,1503.25160472 ,99121.64288759 ,149004768.73290822,1463.71336348 ,0.027012284116882723   ,270.1228411688272
775 ,2017-05-04,1504.84231151 ,1608.72373432 ,1452.22918557 ,1526.87858014 ,1504.84231151 ,1608.72373432 ,1452.22918557 ,1526.87858014 ,162945.53954139,248798054.05569696,1503.25160472 ,0.01571724609893277    ,157.1724609893277
774 ,2017-05-05,1527.27581547 ,1592.26707117 ,1499.48910932 ,1514.40489015 ,1527.27581547 ,1592.26707117 ,1499.48910932 ,1514.40489015 ,130809.55227798,198098625.64785808,1526.87858014 ,-0.008169405316339029  ,-81.6940531633903
773 ,2017-05-06,1512.9984216  ,1558.36061269 ,1512.9984216  ,1546.30830615 ,1512.9984216  ,1558.36061269 ,1512.9984216  ,1546.30830615 ,66977.18223288 ,103567373.20901756,1514.40489015 ,0.021066635618721463   ,210.66635618721463
772 ,2017-05-07,1546.83934116 ,1568.38412238 ,1533.99564015 ,1564.70038388 ,1546.83934116 ,1568.38412238 ,1533.99564015 ,1564.70038388 ,69876.27608908 ,109335436.02043007,1546.30830615 ,0.011894185433041216   ,118.94185433041216
771 ,2017-05-08,1563.79192405 ,1662.30967723 ,1563.79192405 ,1662.30967723 ,1563.79192405 ,1662.30967723 ,1563.79192405 ,1662.30967723 ,120124.91371099,199684806.53848085,1564.70038388 ,0.06238209842318665    ,623.8209842318665
770 ,2017-05-09,1662.36593404 ,1763.7104976  ,1642.4563151  ,1709.00066229 ,1662.36593404 ,1763.7104976  ,1642.4563151  ,1709.00066229 ,140857.76640973,240726016.08347327,1662.30967723 ,0.028088018556087446   ,280.88018556087445
769 ,2017-05-10,1711.00112927 ,1766.06845561 ,1686.08607197 ,1754.02719686 ,1711.00112927 ,1766.06845561 ,1686.08607197 ,1754.02719686 ,113231.90794387,198611846.08564025,1709.00066229 ,0.026346703991130038   ,263.4670399113004
768 ,2017-05-11,1754.87306913 ,1851.42201678 ,1737.0552721  ,1821.65899311 ,1754.87306913 ,1851.42201678 ,1737.0552721  ,1821.65899311 ,122540.17437781,223226410.6723999 ,1754.02719686 ,0.038558008890097195   ,385.58008890097193
767 ,2017-05-12,1825.28987368 ,1827.21735591 ,1658.24646267 ,1697.62068732 ,1825.28987368 ,1827.21735591 ,1658.24646267 ,1697.62068732 ,122698.36827993,208295288.2929786 ,1821.65899311 ,-0.06809084810008137   ,-680.9084810008137
766 ,2017-05-13,1695.02518181 ,1772.45024694 ,1614.65434739 ,1768.940061   ,1695.02518181 ,1772.45024694 ,1614.65434739 ,1768.940061   ,85505.94182068 ,151254885.94031647,1697.62068732 ,0.04201137168785962    ,420.1137168785962
765 ,2017-05-14,1771.3376749  ,1808.85356646 ,1753.88239095 ,1783.21321684 ,1771.3376749  ,1808.85356646 ,1753.88239095 ,1783.21321684 ,44496.46223152 ,79346679.55381697 ,1768.940061   ,0.008068761714815409   ,80.68761714815409
764 ,2017-05-15,1784.81842932 ,1785.54435334 ,1681.31851812 ,1722.56311699 ,1784.81842932 ,1785.54435334 ,1681.31851812 ,1722.56311699 ,89770.92835357 ,154636090.15995887,1783.21321684 ,-0.034011692644067004  ,-340.11692644067006
763 ,2017-05-16,1719.53884606 ,1751.41143067 ,1680.24812101 ,1731.92065181 ,1719.53884606 ,1751.41143067 ,1680.24812101 ,1731.92065181 ,91754.00299532 ,158910652.67363897,1722.56311699 ,0.005432332045023358   ,54.32332045023358
762 ,2017-05-17,1731.01711567 ,1834.76871308 ,1713.19169924 ,1808.62618643 ,1731.01711567 ,1834.76871308 ,1713.19169924 ,1808.62618643 ,114292.03556312,206711568.41941065,1731.92065181 ,0.04428928920030861    ,442.8928920030861
761 ,2017-05-18,1808.83014253 ,1884.64135936 ,1803.08627131 ,1882.8598286  ,1808.83014253 ,1884.64135936 ,1803.08627131 ,1882.8598286  ,93672.74893478 ,176372656.0039755 ,1808.62618643 ,0.04104421506609257    ,410.44215066092573
760 ,2017-05-19,1882.0376292  ,1967.31270541 ,1882.0376292  ,1964.36519008 ,1882.0376292  ,1967.31270541 ,1882.0376292  ,1964.36519008 ,104173.57848329,204634951.29893348,1882.8598286  ,0.0432880665049844     ,432.880665049844
759 ,2017-05-20,1962.5555218  ,2041.47785984 ,1959.46056057 ,2041.47785984 ,1962.5555218  ,2041.47785984 ,1959.46056057 ,2041.47785984 ,89858.18904782 ,183443503.466858  ,1964.36519008 ,0.03925577084618337    ,392.55770846183367
758 ,2017-05-21,2039.77123557 ,2085.86212969 ,1996.30796295 ,2036.37801824 ,2039.77123557 ,2085.86212969 ,1996.30796295 ,2036.37801824 ,81619.54349621 ,166208244.23448536,2041.47785984 ,-0.002498112617493553  ,-24.981126174935532
757 ,2017-05-22,2036.2059219  ,2242.35379892 ,2017.91441202 ,2117.01564781 ,2036.2059219  ,2242.35379892 ,2017.91441202 ,2117.01564781 ,179591.45788741,380197926.5613815 ,2036.37801824 ,0.0395985562836183     ,395.985562836183
756 ,2017-05-23,2112.32784614 ,2264.73683509 ,2112.32784614 ,2259.96099725 ,2112.32784614 ,2264.73683509 ,2112.32784614 ,2259.96099725 ,119168.69053248,269316592.69704354,2117.01564781 ,0.0675221033854303     ,675.221033854303
755 ,2017-05-24,2264.50246142 ,2479.89648446 ,2264.50246142 ,2439.0727155  ,2264.50246142 ,2479.89648446 ,2264.50246142 ,2439.0727155  ,152717.9811727 ,372490261.04434097,2259.96099725 ,0.07925434043682578    ,792.5434043682577
754 ,2017-05-25,2433.4988706  ,2748.48441603 ,2230.59816008 ,2296.2603167  ,2433.4988706  ,2748.48441603 ,2230.59816008 ,2296.2603167  ,249493.64747371,572902361.9637097 ,2439.0727155  ,-0.058551923397955674  ,-585.5192339795567
753 ,2017-05-26,2299.37782732 ,2576.37556366 ,2061.46729662 ,2208.89922187 ,2299.37782732 ,2576.37556366 ,2061.46729662 ,2208.89922187 ,198086.37314143,437552835.49495286,2296.2603167  ,-0.03804494385703994   ,-380.44943857039937
752 ,2017-05-27,2211.68283183 ,2289.3074317  ,1856.11642659 ,2006.28384151 ,2211.68283183 ,2289.3074317  ,1856.11642659 ,2006.28384151 ,190801.27852599,382801522.0469136 ,2208.89922187 ,-0.09172685578134743   ,-917.2685578134742
751 ,2017-05-28,2025.52388992 ,2270.45615751 ,2025.52388992 ,2146.0765887  ,2025.52388992 ,2270.45615751 ,2025.52388992 ,2146.0765887  ,106529.46235135,228620385.15851325,2006.28384151 ,0.06967745256064406    ,696.7745256064406
750 ,2017-05-29,2145.23984325 ,2307.27586481 ,2084.85164205 ,2257.68270142 ,2145.23984325 ,2307.27586481 ,2084.85164205 ,2257.68270142 ,87440.38283486 ,197412639.73215064,2146.0765887  ,0.05200472029174241    ,520.0472029174241
749 ,2017-05-30,2259.03857953 ,2307.56130734 ,2155.98603518 ,2184.17165532 ,2259.03857953 ,2307.56130734 ,2155.98603518 ,2184.17165532 ,122258.06235929,267032594.43901527,2257.68270142 ,-0.03256039746141659   ,-325.6039746141659
748 ,2017-05-31,2195.8898466  ,2303.82740405 ,2152.42163055 ,2278.46019201 ,2195.8898466  ,2303.82740405 ,2152.42163055 ,2278.46019201 ,122076.74959814,278147014.3295063 ,2184.17165532 ,0.04316901396478645    ,431.6901396478645
747 ,2017-06-01,2281.68026573 ,2437.63687821 ,2281.68026573 ,2394.03906443 ,2281.68026573 ,2437.63687821 ,2281.68026573 ,2394.03906443 ,114931.04521501,275149411.96077806,2278.46019201 ,0.05072674643397623    ,507.26746433976234
746 ,2017-06-02,2395.20221242 ,2473.91459838 ,2366.61513942 ,2473.91459838 ,2395.20221242 ,2473.91459838 ,2366.61513942 ,2473.91459838 ,88704.69993812 ,219447852.12195587,2394.03906443 ,0.0333643402636028     ,333.643402636028
745 ,2017-06-03,2472.41891833 ,2556.34121028 ,2427.58984697 ,2534.51712282 ,2472.41891833 ,2556.34121028 ,2427.58984697 ,2534.51712282 ,70111.78393898 ,177699516.90447193,2473.91459838 ,0.02449661135420156    ,244.9661135420156
744 ,2017-06-04,2529.73837012 ,2540.80295178 ,2465.27987045 ,2511.65905592 ,2529.73837012 ,2540.80295178 ,2465.27987045 ,2511.65905592 ,68470.44808303 ,171974420.99096933,2534.51712282 ,-0.009018706835394186  ,-90.18706835394185
743 ,2017-06-05,2513.981156   ,2686.39679983 ,2513.981156   ,2686.39679983 ,2513.981156   ,2686.39679983 ,2513.981156   ,2686.39679983 ,86074.83302459 ,231231155.98307303,2511.65905592 ,0.06957064634156529    ,695.7064634156529
742 ,2017-06-06,2692.65512462 ,2918.34834297 ,2692.06033785 ,2857.23508854 ,2692.65512462 ,2918.34834297 ,2692.06033785 ,2857.23508854 ,175786.42519394,502263142.1537758 ,2686.39679983 ,0.06359384016568637    ,635.9384016568637
741 ,2017-06-07,2860.64209628 ,2866.79617335 ,2624.51307192 ,2692.28570046 ,2860.64209628 ,2866.79617335 ,2624.51307192 ,2692.28570046 ,112085.87980631,301767211.42566067,2857.23508854 ,-0.057730422232874945  ,-577.3042223287495
740 ,2017-06-08,2683.85538015 ,2798.69837942 ,2618.57068011 ,2794.15779118 ,2683.85538015 ,2798.69837942 ,2618.57068011 ,2794.15779118 ,88275.73250587 ,246656325.75343636,2692.28570046 ,0.0378385142047124     ,378.385142047124
739 ,2017-06-09,2792.1566253  ,2849.52958878 ,2786.9176982  ,2808.92102024 ,2792.1566253  ,2849.52958878 ,2786.9176982  ,2808.92102024 ,61567.25517742 ,172937557.22610134,2794.15779118 ,0.0052836060678467245  ,52.83606067846725
738 ,2017-06-10,2813.88972524 ,2910.0481946  ,2809.27572494 ,2879.9361013  ,2813.88972524 ,2910.0481946  ,2809.27572494 ,2879.9361013  ,81106.49472064 ,233581522.19624525,2808.92102024 ,0.02528197857764347    ,252.8197857764347
737 ,2017-06-11,2880.96345756 ,2967.20431967 ,2853.59579833 ,2967.02934518 ,2880.96345756 ,2967.20431967 ,2853.59579833 ,2967.02934518 ,76306.46931087 ,226403533.6725611 ,2879.9361013  ,0.03024138064753812    ,302.4138064753812
736 ,2017-06-12,2965.79821913 ,2975.72639337 ,2463.53014328 ,2640.65526532 ,2965.79821913 ,2975.72639337 ,2463.53014328 ,2640.65526532 ,202061.59515317,533575015.1596087 ,2967.02934518 ,-0.11000028711889931   ,-1100.0028711889931
735 ,2017-06-13,2633.41437827 ,2751.61489948 ,2624.29284888 ,2709.07863494 ,2633.41437827 ,2743.08193829 ,2624.29284888 ,2709.07863494 ,110990.74709465,300682661.63039297,2640.65526532 ,0.025911511630696715   ,259.11511630696714
734 ,2017-06-14,2708.36654007 ,2783.84661532 ,2344.49964941 ,2463.81219647 ,2708.36654007 ,2783.84661532 ,2344.49964941 ,2463.81219647 ,158861.11965386,391403964.14749205,2709.07863494 ,-0.09053500157090577   ,-905.3500157090577
733 ,2017-06-15,2455.51139706 ,2506.27610069 ,2134.66195666 ,2428.2988426  ,2455.51139706 ,2506.27610069 ,2134.66195666 ,2428.2988426  ,230487.98663452,559693711.1787078 ,2463.81219647 ,-0.014413985741640989  ,-144.13985741640988
732 ,2017-06-16,2429.2974031  ,2525.20652537 ,2327.33390903 ,2498.20404377 ,2429.2974031  ,2525.20652537 ,2327.33390903 ,2498.20404377 ,105999.9040862 ,264809389.02773875,2428.2988426  ,0.02878772577066835    ,287.8772577066835
731 ,2017-06-17,2497.12728405 ,2670.81395609 ,2442.19926729 ,2650.47050667 ,2497.12728405 ,2670.81395609 ,2442.19926729 ,2650.47050667 ,94217.25038057 ,249720043.35289112,2498.20404377 ,0.06095037083929178    ,609.5037083929178
730 ,2017-06-18,2640.23356911 ,2654.13187619 ,2475.52926658 ,2526.7868441  ,2640.23356911 ,2654.13187619 ,2475.52926658 ,2526.7868441  ,83553.01045447 ,211120647.601633  ,2650.47050667 ,-0.04666479489537634   ,-466.6479489537634
729 ,2017-06-19,2529.01393571 ,2612.59021903 ,2521.71134755 ,2611.96197903 ,2529.01393571 ,2612.59021903 ,2521.71134755 ,2611.96197903 ,76921.63508889 ,200916386.21725097,2526.7868441  ,0.03370887224970409    ,337.0887224970409
728 ,2017-06-20,2614.82106863 ,2792.28406581 ,2611.93766809 ,2752.48879228 ,2614.82106863 ,2792.28406581 ,2611.93766809 ,2752.48879228 ,102608.0875279 ,282427610.9176183 ,2611.96197903 ,0.05380124763614935    ,538.0124763614936
727 ,2017-06-21,2748.8103305  ,2795.34208924 ,2620.69939129 ,2666.16533963 ,2748.8103305  ,2795.34208924 ,2620.69939129 ,2666.16533963 ,106956.34273809,285163293.8617561 ,2752.48879228 ,-0.031361963359165856  ,-313.61963359165856
726 ,2017-06-22,2669.06106987 ,2747.88835895 ,2611.53060807 ,2714.36019289 ,2669.06106987 ,2747.88835895 ,2611.53060807 ,2714.36019289 ,74109.24384746 ,201159181.42503995,2666.16533963 ,0.018076468305858517   ,180.76468305858518
725 ,2017-06-23,2716.80833025 ,2751.39304104 ,2700.22350478 ,2709.68633025 ,2716.80833025 ,2751.39304104 ,2700.22350478 ,2709.68633025 ,54849.4260593  ,148624740.0152154 ,2714.36019289 ,-0.0017219021455746608 ,-17.219021455746606
724 ,2017-06-24,2709.49567255 ,2736.57654447 ,2532.19236769 ,2583.26386025 ,2709.49567255 ,2736.57654447 ,2532.19236769 ,2583.26386025 ,77526.71768258 ,200271967.99349293,2709.68633025 ,-0.04665575811807565   ,-466.55758118075653
723 ,2017-06-25,2577.03319697 ,2647.61246996 ,2466.01320596 ,2530.93062563 ,2577.03319697 ,2647.61246996 ,2466.01320596 ,2530.93062563 ,73431.48524685 ,185849994.89676768,2583.26386025 ,-0.020258571114348034  ,-202.58571114348035
722 ,2017-06-26,2533.97576707 ,2571.97734528 ,2325.80616208 ,2457.17239793 ,2533.97576707 ,2571.97734528 ,2325.80616208 ,2457.17239793 ,140090.5488233 ,344226629.7789854 ,2530.93062563 ,-0.029142729932251754  ,-291.42729932251757
721 ,2017-06-27,2435.65026476 ,2552.005912   ,2299.65212868 ,2552.005912   ,2435.65026476 ,2552.005912   ,2299.65212868 ,2552.005912   ,143821.11704599,367032340.9714045 ,2457.17239793 ,0.038594570796046224   ,385.94570796046224
720 ,2017-06-28,2568.05985452 ,2603.10385549 ,2472.27536643 ,2569.41260298 ,2568.05985452 ,2603.10385549 ,2472.27536643 ,2569.41260298 ,98062.928286   ,251964123.82358852,2552.005912   ,0.006820787874413092   ,68.20787874413092
719 ,2017-06-29,2568.27408873 ,2590.69687687 ,2507.08547464 ,2544.70134035 ,2568.27408873 ,2590.69687687 ,2507.08547464 ,2544.70134035 ,68928.53023122 ,175402523.26769555,2569.41260298 ,-0.009617475449968604  ,-96.17475449968605
