    ,timestamp ,open          ,high          ,low           ,close         ,open (USD).1  ,high (USD).1  ,low (USD).1   ,close (USD).1 ,volume         ,market cap (USD)  ,pre_close     ,p_change               ,pip_change
1407,2015-08-11,264.90920229  ,271.09957605  ,264.80499513  ,271.09957605  ,264.90920229  ,271.09957605  ,264.80499513  ,271.09957605  ,81542.43305542 ,22106119.03115048 ,264.87759103  ,0.023490039288734277   ,234.90039288734278
1406,2015-08-12,271.15374615  ,271.15374615  ,265.75082395  ,266.59819098  ,271.15374615  ,271.15374615  ,265.75082395  ,266.59819098  ,87950.76014483 ,23447513.55010369 ,271.09957605  ,-0.01660417598428765   ,-166.0417598428765
1405,2015-08-13,266.67772385  ,266.67772385  ,263.36378552  ,264.52812729  ,266.67772385  ,266.67772385  ,263.36378552  ,264.52812729  ,80027.13120621 ,21169427.15027082 ,266.59819098  ,-0.007764732695261789  ,-77.64732695261789
1404,2015-08-14,264.58269076  ,267.96060665  ,261.50831014  ,266.15598682  ,264.58269076  ,267.96060665  ,261.50831014  ,266.15598682  ,81538.98036037 ,21702087.78237927 ,264.52812729  ,0.006153823968274796   ,61.538239682747964
1403,2015-08-15,266.02389111  ,267.31440768  ,261.58438326  ,261.84467284  ,266.02389111  ,267.31440768  ,261.58438326  ,261.84467284  ,58980.34458711 ,15443689.03223452 ,266.15598682  ,-0.01619844825401484   ,-161.9844825401484
1402,2015-08-16,262.22607536  ,262.69792662  ,256.9860038   ,258.37092475  ,262.22607536  ,262.69792662  ,256.9860038   ,258.37092475  ,92905.29367011 ,24004026.63995956 ,261.84467284  ,-0.01326644553170897   ,-132.6644553170897
1401,2015-08-17,258.40881683  ,260.42381956  ,256.91289674  ,258.74050893  ,258.40881683  ,260.42381956  ,256.91289674  ,258.74050893  ,70891.09572359 ,18342398.18607652 ,258.37092475  ,0.001430440287960577   ,14.304402879605771
1400,2015-08-18,258.76582995  ,258.91106316  ,206.63581012  ,206.63581012  ,258.76582995  ,258.91106316  ,206.63581012  ,206.63581012  ,182600.05154092,37731709.57785722 ,258.74050893  ,-0.2013782033028947    ,-2013.782033028947
1399,2015-08-19,212.91051836  ,237.3433653   ,212.91051836  ,226.81703988  ,212.91051836  ,237.3433653   ,212.91051836  ,226.81703988  ,249557.702269  ,56603939.30706792 ,206.63581012  ,0.09766569380341261    ,976.6569380341261
1398,2015-08-20,226.98577699  ,237.83199692  ,226.98577699  ,235.73087825  ,226.98577699  ,237.83199692  ,226.98577699  ,235.73087825  ,118631.61741207,27965135.36033723 ,226.81703988  ,0.039299685661694284   ,392.99685661694286
1397,2015-08-21,235.70539843  ,237.3858551   ,232.24060414  ,233.60995429  ,235.70539843  ,237.3858551   ,232.24060414  ,233.60995429  ,89328.96811017 ,20868136.15658274 ,235.73087825  ,-0.008997225886337556  ,-89.97225886337557
1396,2015-08-22,233.23621537  ,235.95073381  ,223.85047048  ,230.74990828  ,233.23621537  ,235.95073381  ,223.85047048  ,230.74990828  ,100247.18202049,23132028.05609899 ,233.60995429  ,-0.012242825947603175  ,-122.42825947603176
1395,2015-08-23,230.76060477  ,233.07445305  ,226.04944336  ,228.69458528  ,230.76060477  ,233.07445305  ,226.04944336  ,228.69458528  ,79091.1413382  ,18087715.76777094 ,230.74990828  ,-0.008907145468963651  ,-89.07145468963651
1394,2015-08-24,228.51886783  ,228.51886783  ,210.33329958  ,211.33327794  ,228.51886783  ,228.51886783  ,210.33329958  ,211.33327794  ,263708.36781138,55730353.78914422 ,228.69458528  ,-0.0759148159049935    ,-759.148159049935
1393,2015-08-25,210.60888921  ,226.34774254  ,198.81215051  ,221.62062495  ,210.60888921  ,226.34774254  ,198.81215051  ,221.62062495  ,247513.88899895,54854182.76414374 ,211.33327794  ,0.0486783109138198     ,486.78310913819803
1392,2015-08-26,221.99646677  ,231.14022516  ,220.1222417   ,226.00274981  ,221.99646677  ,231.14022516  ,220.1222417   ,226.00274981  ,133613.46265557,30197009.97212257 ,221.62062495  ,0.019773091340161475   ,197.73091340161474
1391,2015-08-27,226.22740989  ,228.9779723   ,224.13070768  ,225.22914522  ,226.22740989  ,228.9779723   ,224.13070768  ,225.22914522  ,94164.19953151 ,21208522.17072634 ,226.00274981  ,-0.00342298751077319   ,-34.2298751077319
1390,2015-08-28,225.29066829  ,235.00244747  ,221.67317015  ,231.75552191  ,225.29066829  ,235.00244747  ,221.67317015  ,231.75552191  ,128953.48021016,29885681.1077966  ,225.22914522  ,0.028976608172202267   ,289.76608172202265
1389,2015-08-29,231.9202111   ,234.14486437  ,228.16620963  ,230.4564383   ,231.9202111   ,234.14486437  ,228.16620963  ,230.4564383   ,77855.06163971 ,17942200.20922284 ,231.75552191  ,-0.005605405210170056  ,-56.054052101700556
1388,2015-08-30,230.96086302  ,232.55525655  ,226.4293956   ,228.81096772  ,230.96086302  ,232.55525655  ,226.4293956   ,228.81096772  ,76725.18709553 ,17555564.30802379 ,230.4564383   ,-0.007140050380618934  ,-71.40050380618933
1387,2015-08-31,229.51544017  ,232.42170524  ,226.37699262  ,231.17992505  ,229.51544017  ,232.42170524  ,226.37699262  ,231.17992505  ,84696.41771943 ,19580111.50060613 ,228.81096772  ,0.010353338188311634   ,103.53338188311633
1386,2015-09-01,231.33208503  ,232.42088771  ,227.17808741  ,227.80501238  ,231.33208503  ,232.42088771  ,227.17808741  ,227.80501238  ,87553.39606662 ,19945102.47516504 ,231.17992505  ,-0.01459864073089423   ,-145.9864073089423
1385,2015-09-02,227.78089903  ,231.18481841  ,226.87855773  ,230.79886509  ,227.78089903  ,231.18481841  ,226.87855773  ,230.79886509  ,82662.79613042 ,19078479.53226224 ,227.80501238  ,0.013142172240731886   ,131.42172240731887
1384,2015-09-03,230.82373439  ,231.5543627   ,227.89244219  ,228.33892274  ,230.82373439  ,231.5543627   ,227.89244219  ,228.33892274  ,74786.50210255 ,17076669.32532671 ,230.79886509  ,-0.010658381483118484  ,-106.58381483118484
1383,2015-09-04,228.5978936   ,232.03139257  ,228.4160517   ,231.65816717  ,228.5978936   ,232.03139257  ,228.4160517   ,231.65816717  ,85286.70588156 ,19757361.9681057  ,228.33892274  ,0.014536481078959662   ,145.36481078959662
1382,2015-09-05,231.64658448  ,237.19213645  ,230.94949456  ,236.28624051  ,231.64658448  ,237.19213645  ,230.94949456  ,236.28624051  ,74928.26423168 ,17704517.86356753 ,231.65816717  ,0.01997802795618142    ,199.7802795618142
1381,2015-09-06,236.23875622  ,244.40030859  ,236.06638916  ,240.55394194  ,236.23875622  ,244.40030859  ,236.06638916  ,240.55394194  ,95767.69848214 ,23037297.38073322 ,236.28624051  ,0.01806157405013753    ,180.61574050137529
1380,2015-09-07,240.35214288  ,242.48041692  ,239.1900091   ,240.56934535  ,240.35214288  ,242.48041692  ,239.1900091   ,240.56934535  ,75913.66415872 ,18262500.49014238 ,240.55394194  ,6.403308079594439e-05  ,0.6403308079594439
1379,2015-09-08,240.56232845  ,246.20427402  ,240.12822061  ,244.4994253   ,240.56232845  ,246.20427402  ,240.12822061  ,244.4994253   ,99929.24935842 ,24432644.03908256 ,240.56934535  ,0.016336578312927674   ,163.36578312927674
1378,2015-09-09,244.48029781  ,245.47790825  ,239.0038873   ,239.37057685  ,244.48029781  ,245.47790825  ,239.0038873   ,239.37057685  ,93819.47711545 ,22457622.35709705 ,244.4994253   ,-0.02097693458259442   ,-209.76934582594419
1377,2015-09-10,239.5322557   ,241.56253639  ,237.02344675  ,239.4942666   ,239.5322557   ,241.56253639  ,237.02344675  ,239.4942666   ,84860.17687696 ,20323525.82511123 ,239.37057685  ,0.0005167291303205257  ,5.167291303205257
1376,2015-09-11,239.5857845   ,242.52490335  ,239.5857845   ,241.65228224  ,239.5857845   ,242.52490335  ,239.5857845   ,241.65228224  ,68044.67164428 ,16443150.19696079 ,239.4942666   ,0.009010719424044966   ,90.10719424044966
1375,2015-09-12,241.78009218  ,242.00547537  ,235.914411    ,236.06588934  ,241.78009218  ,242.00547537  ,235.914411    ,236.06588934  ,71664.36423838 ,16917511.8776528  ,241.65228224  ,-0.02311748454521856   ,-231.1748454521856
1374,2015-09-13,236.20964213  ,236.81113453  ,229.88422814  ,231.25789563  ,236.20964213  ,236.81113453  ,229.88422814  ,231.25789563  ,75255.15837326 ,17403349.56097442 ,236.06588934  ,-0.020367168350507336  ,-203.67168350507336
1373,2015-09-14,231.14765047  ,232.69675404  ,228.79666265  ,231.41077774  ,231.14765047  ,232.69675404  ,228.79666265  ,231.41077774  ,82369.31797392 ,19061147.93405396 ,231.25789563  ,0.0006610892552814107  ,6.610892552814107
1372,2015-09-15,231.33498292  ,232.79603527  ,230.71009641  ,231.30974018  ,231.33498292  ,232.79603527  ,230.71009641  ,231.30974018  ,77661.58296635 ,17963880.57816528 ,231.41077774  ,-0.00043661561914587477,-4.366156191458748
1371,2015-09-16,231.34424385  ,232.51945855  ,228.80606843  ,230.11180291  ,231.34424385  ,232.51945855  ,228.80606843  ,230.11180291  ,77750.83678558 ,17891385.23045372 ,231.30974018  ,-0.005178931371708773  ,-51.78931371708772
1370,2015-09-17,230.35648448  ,235.59808584  ,229.84282629  ,234.13442978  ,230.35648448  ,235.59808584  ,229.84282629  ,234.13442978  ,81117.33031761 ,18992359.879556   ,230.11180291  ,0.017481184446559217   ,174.81184446559217
1369,2015-09-18,234.16810767  ,235.61866189  ,233.33611374  ,234.14510594  ,234.16810767  ,235.61866189  ,233.33611374  ,234.14510594  ,79969.51489491 ,18724470.53739177 ,234.13442978  ,4.559841972007206e-05  ,0.4559841972007206
1368,2015-09-19,234.25268371  ,234.67643146  ,232.99147517  ,232.99147517  ,234.25268371  ,234.67643146  ,232.99147517  ,232.99147517  ,48557.32948223 ,11313443.8264418  ,234.14510594  ,-0.004926990745198978  ,-49.26990745198978
1367,2015-09-20,233.11559649  ,233.83939325  ,231.46057238  ,231.88132425  ,233.11559649  ,233.83939325  ,231.46057238  ,231.88132425  ,57318.42065665 ,13291071.28561339 ,232.99147517  ,-0.0047647705530426965 ,-47.64770553042696
1366,2015-09-21,231.88289005  ,231.9727155   ,227.34208371  ,227.78870494  ,231.88289005  ,231.9727155   ,227.34208371  ,227.78870494  ,79652.47921645 ,18143935.0859176  ,231.88132425  ,-0.017649628848882992  ,-176.49628848882992
1365,2015-09-22,227.97220822  ,233.56790075  ,226.46276735  ,231.78849619  ,227.97220822  ,233.56790075  ,226.46276735  ,231.78849619  ,104565.54484302,24237090.3928979  ,227.78870494  ,0.017559216779662323   ,175.59216779662324
1364,2015-09-23,231.98290851  ,233.06104832  ,231.2078318   ,231.76597482  ,231.98290851  ,233.06104832  ,231.2078318   ,231.76597482  ,71472.57281411 ,16564910.51083085 ,231.78849619  ,-9.716345017196648e-05 ,-0.9716345017196648
1363,2015-09-24,232.07656695  ,236.55430541  ,232.04349579  ,235.34532174  ,232.07656695  ,236.55430541  ,232.04349579  ,235.34532174  ,102711.27956263,24172619.13467668 ,231.76597482  ,0.015443798093226935   ,154.43798093226934
1362,2015-09-25,235.42156505  ,238.38483038  ,234.69950845  ,236.48565049  ,235.42156505  ,238.38483038  ,234.69950845  ,236.48565049  ,88910.05668987 ,21025952.59142682 ,235.34532174  ,0.00484534275663151    ,48.4534275663151
1361,2015-09-26,236.47579825  ,236.81732547  ,235.02401339  ,235.98783426  ,236.47579825  ,236.81732547  ,235.02401339  ,235.98783426  ,53891.96140257 ,12717847.25539768 ,236.48565049  ,-0.002105058928389636  ,-21.050589283896358
1360,2015-09-27,235.87428012  ,236.19454895  ,233.57605792  ,233.82219838  ,235.87428012  ,236.19454895  ,233.57605792  ,233.82219838  ,53617.88309125 ,12537051.29664552 ,235.98783426  ,-0.009176896287009462  ,-91.76896287009461
1359,2015-09-28,234.04899236  ,240.92471938  ,233.67294348  ,240.66192146  ,234.04899236  ,240.92471938  ,233.67294348  ,240.66192146  ,96393.89593204 ,23198340.21157196 ,233.82219838  ,0.02925181239158614    ,292.5181239158614
1358,2015-09-29,240.75198556  ,241.82527653  ,237.79985659  ,238.13811604  ,240.75198556  ,241.82527653  ,237.79985659  ,238.13811604  ,91907.53440333 ,21886687.09233919 ,240.66192146  ,-0.010486932891955125  ,-104.86932891955125
1357,2015-09-30,237.97533056  ,239.27046867  ,236.91184949  ,237.21939661  ,237.97533056  ,239.27046867  ,236.91184949  ,237.21939661  ,74166.12800932 ,17593644.13501208 ,238.13811604  ,-0.0038579268421090607 ,-38.5792684210906
1356,2015-10-01,237.31068009  ,239.776943    ,237.02759645  ,238.53341945  ,237.31068009  ,239.776943    ,237.02759645  ,238.53341945  ,80238.50495108 ,19139564.95747205 ,237.21939661  ,0.005539272330922884   ,55.39272330922884
1355,2015-10-02,238.31548182  ,239.80110727  ,238.05705783  ,238.48914414  ,238.31548182  ,239.80110727  ,238.05705783  ,238.48914414  ,78419.60859619 ,18702225.33800181 ,238.53341945  ,-0.00018561470380995537,-1.8561470380995537
1354,2015-10-03,238.61115816  ,241.12695036  ,238.5105993   ,240.56001969  ,238.61115816  ,241.12695036  ,238.5105993   ,240.56001969  ,66733.37124462 ,16053381.10041508 ,238.48914414  ,0.008683311592515564   ,86.83311592515564
1353,2015-10-04,240.61787808  ,241.37532254  ,239.39538422  ,239.69785734  ,240.61787808  ,241.37532254  ,239.39538422  ,239.69785734  ,51550.60120318 ,12356568.65315202 ,240.56001969  ,-0.0035839802104731255 ,-35.839802104731255
1352,2015-10-05,239.81748853  ,241.99697887  ,238.72836023  ,241.91226936  ,239.81748853  ,241.99697887  ,238.72836023  ,241.91226936  ,93365.01924625 ,22586143.68484808 ,239.69785734  ,0.009238347161605764   ,92.38347161605765
1351,2015-10-06,242.02753724  ,249.07308229  ,241.86899363  ,247.70741908  ,242.02753724  ,249.07308229  ,241.86899363  ,247.70741908  ,109451.13015868,27111856.96740922 ,241.91226936  ,0.023955584126971186   ,239.55584126971186
1350,2015-10-07,247.66507813  ,248.31539546  ,244.07029004  ,244.58104833  ,247.66507813  ,248.31539546  ,244.07029004  ,244.58104833  ,91429.51574262 ,22361926.80862718 ,247.70741908  ,-0.012621223706627438  ,-126.21223706627438
1349,2015-10-08,244.60876946  ,246.0923173   ,244.26253033  ,244.38411891  ,244.60876946  ,246.0923173   ,244.26253033  ,244.38411891  ,70788.77198434 ,17299651.67044073 ,244.58104833  ,-0.0008051703978889657 ,-8.051703978889657
1348,2015-10-09,244.53012402  ,246.2244664   ,244.22769636  ,246.15319416  ,244.53012402  ,246.2244664   ,244.22769636  ,246.15319416  ,64638.36720349 ,15910940.55258621 ,244.38411891  ,0.007238912486991378   ,72.38912486991379
1347,2015-10-10,246.31126426  ,247.29923305  ,245.41505226  ,246.97501034  ,246.31126426  ,247.29923305  ,245.41505226  ,246.97501034  ,58213.50092075 ,14377279.99182128 ,246.15319416  ,0.003338637074381534   ,33.38637074381534
1346,2015-10-11,247.16945979  ,250.21840327  ,246.99185284  ,249.13166843  ,247.16945979  ,250.21840327  ,246.99185284  ,249.13166843  ,60267.64914577 ,15014579.98395747 ,246.97501034  ,0.008732292740998293   ,87.32292740998292
1345,2015-10-12,249.24182332  ,249.45341468  ,246.31564572  ,247.54949382  ,249.24182332  ,249.45341468  ,246.31564572  ,247.54949382  ,66424.64187433 ,16443386.47345846 ,249.13166843  ,-0.006350756690109538  ,-63.50756690109538
1344,2015-10-13,247.7094981   ,252.26168346  ,246.16903356  ,251.8356064   ,247.7094981   ,252.26168346  ,246.16903356  ,251.8356064   ,109455.21672288,27564720.87752687 ,247.54949382  ,0.017314164185350922   ,173.1416418535092
1343,2015-10-14,251.90910612  ,256.40293683  ,251.51283474  ,254.38899444  ,251.90910612  ,256.40293683  ,251.51283474  ,254.38899444  ,101102.31937171,25719317.36040984 ,251.8356064   ,0.010139106524692076   ,101.39106524692076
1342,2015-10-15,254.39640756  ,258.18119869  ,254.26678552  ,257.07561952  ,254.39640756  ,258.18119869  ,254.26678552  ,257.07561952  ,94827.96725737 ,24377958.43080965 ,254.38899444  ,0.010561090057823463   ,105.61090057823463
1341,2015-10-16,257.14358383  ,268.40096409  ,256.86534628  ,264.8587814   ,257.14358383  ,268.40096409  ,256.86534628  ,264.8587814   ,130003.4689102 ,34432560.35283854 ,257.07561952  ,0.03027576825267353    ,302.75768252673527
1340,2015-10-17,264.91799072  ,276.05935419  ,264.49933701  ,273.26509823  ,264.91799072  ,276.05935419  ,264.49933701  ,273.26509823  ,151719.67247866,41459691.20350956 ,264.8587814   ,0.0317388639544649     ,317.38863954464904
1339,2015-10-18,273.03234651  ,274.24688634  ,262.97390291  ,264.42840502  ,273.03234651  ,274.24688634  ,262.97390291  ,264.42840502  ,79538.43065806 ,21032220.35637075 ,273.26509823  ,-0.03233743814060863   ,-323.37438140608634
1338,2015-10-19,264.87056986  ,267.13277804  ,263.04474857  ,266.3037562   ,264.87056986  ,267.13277804  ,263.04474857  ,266.3037562   ,87151.66730262 ,23208816.36203104 ,264.42840502  ,0.007092094284871342   ,70.92094284871342
1337,2015-10-20,266.49097652  ,273.37565382  ,266.49097652  ,271.8969952   ,266.49097652  ,273.37565382  ,266.49097652  ,271.8969952   ,105784.32761221,28762440.8171352  ,266.3037562   ,0.02100322984479175    ,210.0322984479175
1336,2015-10-21,271.96769821  ,273.49266102  ,266.48475709  ,269.12315161  ,271.96769821  ,273.49266102  ,266.48475709  ,269.12315161  ,86642.71093268 ,23317559.43021902 ,271.8969952   ,-0.010201817743368813  ,-102.01817743368812
1335,2015-10-22,269.47036107  ,279.164742    ,269.47036107  ,276.01226792  ,269.47036107  ,279.164742    ,269.47036107  ,276.01226792  ,121679.75115947,33585104.07799636 ,269.12315161  ,0.025598378544493983   ,255.98378544493983
1334,2015-10-23,276.0589364   ,280.788774    ,275.84419436  ,279.21420168  ,276.0589364   ,280.788774    ,275.84419436  ,279.21420168  ,98032.87068457 ,27372169.72642905 ,276.01226792  ,0.011600693636298898   ,116.00693636298898
1333,2015-10-24,279.50955212  ,284.95597731  ,279.50955212  ,284.59930775  ,279.50955212  ,284.95597731  ,279.50955212  ,284.59930775  ,88048.13807768 ,25058439.14584733 ,279.21420168  ,0.019286648163304054   ,192.86648163304054
1332,2015-10-25,284.74743554  ,296.53454988  ,284.61987335  ,284.64068929  ,284.74743554  ,296.53454988  ,284.61987335  ,284.64068929  ,151484.5758441 ,43118674.08564605 ,284.59930775  ,0.00014540281326458349 ,1.4540281326458349
1331,2015-10-26,285.0214676   ,287.30433556  ,282.68234748  ,287.30433556  ,285.0214676   ,287.30433556  ,282.68234748  ,287.30433556  ,97733.73539523 ,28079325.90931746 ,284.64068929  ,0.009357925167494896   ,93.57925167494896
1330,2015-10-27,287.51836214  ,299.46091083  ,287.44629198  ,296.46333613  ,287.51836214  ,299.46091083  ,287.44629198  ,296.46333613  ,150925.06375728,44743747.90728696 ,287.30433556  ,0.03187908930141159    ,318.7908930141159
1329,2015-10-28,296.64988603  ,308.51817622  ,296.64988603  ,306.20798833  ,296.64988603  ,308.51817622  ,296.64988603  ,306.20798833  ,159083.04668237,48712499.70245076 ,296.46333613  ,0.0328696705879572     ,328.696705879572
1328,2015-10-29,306.44521121  ,320.56803211  ,303.76553096  ,316.59163753  ,306.44521121  ,320.56803211  ,303.76553096  ,316.59163753  ,191025.66073328,60477126.74146931 ,306.20798833  ,0.03391044517365627    ,339.1044517365627
1327,2015-10-30,316.59292856  ,336.77058256  ,316.44236509  ,327.61656369  ,316.59292856  ,336.77058256  ,316.44236509  ,327.61656369  ,191005.63762843,62576610.64564469 ,316.59163753  ,0.03482380724271428    ,348.23807242714275
1326,2015-10-31,327.77448061  ,332.72229169  ,313.68209452  ,317.99002361  ,327.77448061  ,332.72229169  ,313.68209452  ,317.99002361  ,151781.8858817 ,48265125.47504167 ,327.61656369  ,-0.0293835573255965    ,-293.83557325596496
1325,2015-11-01,317.91474898  ,330.13498543  ,314.77267146  ,328.4638632   ,317.91474898  ,330.13498543  ,314.77267146  ,328.4638632   ,108457.04990381,35624221.6029966  ,317.99002361  ,0.032937635813523825   ,329.37635813523826
1324,2015-11-02,328.48730739  ,366.28792353  ,326.23132064  ,362.73680806  ,328.48730739  ,366.28792353  ,326.23132064  ,362.73680806  ,273472.37764844,99198497.36041676 ,328.4638632   ,0.10434312172456961    ,1043.4312172456962
1323,2015-11-03,362.44689172  ,418.58602633  ,359.42257609  ,403.27710544  ,362.44689172  ,418.58602633  ,359.42257609  ,403.27710544  ,486549.85582106,196214417.50710568,362.73680806  ,0.11176229287791029    ,1117.622928779103
1322,2015-11-04,405.13511671  ,497.45275381  ,378.91718841  ,408.32431993  ,405.13511671  ,497.45275381  ,378.91718841  ,408.32431993  ,579637.75295762,236680191.28233567,403.27710544  ,0.0125154996946657     ,125.154996946657
1321,2015-11-05,409.07404222  ,446.66017205  ,373.46737721  ,385.94017228  ,409.07404222  ,446.66017205  ,373.46737721  ,385.94017228  ,356070.59038102,137421944.99657047,408.32431993  ,-0.05481953084214375   ,-548.1953084214375
1320,2015-11-06,387.18264391  ,394.89417439  ,355.41051358  ,374.36238961  ,387.18264391  ,394.89417439  ,355.41051358  ,374.36238961  ,293109.97154046,109729349.36474907,385.94017228  ,-0.02999890527488369   ,-299.9890527488369
1319,2015-11-07,374.68387002  ,391.73217205  ,372.39552788  ,386.58647615  ,374.68387002  ,391.73217205  ,372.39552788  ,386.58647615  ,122558.19858494,47379342.1146096  ,374.36238961  ,0.032653083961598606   ,326.53083961598605
1318,2015-11-08,384.6155773   ,391.5318665   ,369.80480291  ,373.67023502  ,384.6155773   ,391.5318665   ,369.80480291  ,373.67023502  ,119330.7157312 ,44590336.59210308 ,386.58647615  ,-0.033411000970940186  ,-334.1100097094019
1317,2015-11-09,374.5562984   ,386.39390153  ,363.3298922   ,381.38981038  ,374.5562984   ,386.39390153  ,363.3298922   ,381.38981038  ,152235.8058854 ,58061185.14016663 ,373.67023502  ,0.020658791192150527   ,206.58791192150528
1316,2015-11-10,380.16801102  ,381.67844822  ,328.32846033  ,338.36563845  ,380.16801102  ,381.67844822  ,328.32846033  ,338.36563845  ,242060.91444041,81905095.85735309 ,381.38981038  ,-0.11280891822236305   ,-1128.0891822236306
1315,2015-11-11,338.55091457  ,342.15219423  ,301.39912474  ,310.93662177  ,338.55091457  ,342.15219423  ,301.39912474  ,310.93662177  ,295715.20708576,91948687.49782744 ,338.36563845  ,-0.08106324509086693   ,-810.6324509086693
1314,2015-11-12,312.9186945   ,343.92063334  ,312.9186945   ,339.76319139  ,312.9186945   ,343.92063334  ,312.9186945   ,339.76319139  ,195856.40894206,66544798.55642948 ,310.93662177  ,0.09270882746427667    ,927.0882746427667
1313,2015-11-13,337.18225461  ,342.14954648  ,326.67429845  ,337.07207919  ,337.18225461  ,342.14954648  ,326.67429845  ,337.07207919  ,124987.92143424,42129938.5511136  ,339.76319139  ,-0.007920552514798285  ,-79.20552514798285
1312,2015-11-14,337.57221417  ,339.09642401  ,330.54589747  ,333.75392858  ,337.57221417  ,339.09642401  ,330.54589747  ,333.75392858  ,92132.29485277 ,30749515.35648646 ,337.07207919  ,-0.009844038752701456  ,-98.44038752701456
1311,2015-11-15,334.08137763  ,335.48497462  ,317.41746803  ,320.60413441  ,334.08137763  ,335.48497462  ,317.41746803  ,320.60413441  ,110197.44584402,35329756.73938485 ,333.75392858  ,-0.03939966857003763   ,-393.99668570037625
1310,2015-11-16,320.56176174  ,332.61324136  ,316.34371401  ,331.55227926  ,320.56176174  ,332.61324136  ,316.34371401  ,331.55227926  ,112747.49382332,37381688.55792013 ,320.60413441  ,0.03414848305106122    ,341.4848305106122
1309,2015-11-17,331.63141045  ,339.47246555  ,330.74602237  ,335.9403124   ,331.63141045  ,339.47246555  ,330.74602237  ,335.9403124   ,117993.85416013,39638892.22840768 ,331.55227926  ,0.01323481518448233    ,132.3481518448233
1308,2015-11-18,336.07041129  ,337.93213362  ,331.24337561  ,335.70467602  ,336.07041129  ,337.93213362  ,331.24337561  ,335.70467602  ,99761.0574354  ,33490253.46611498 ,335.9403124   ,-0.0007014233520131752 ,-7.014233520131752
1307,2015-11-19,336.03650434  ,336.65220637  ,326.05825552  ,327.14863255  ,336.03650434  ,336.65220637  ,326.05825552  ,327.14863255  ,107633.8515439 ,35212267.34818589 ,335.70467602  ,-0.025486816482384267  ,-254.86816482384268
1306,2015-11-20,327.18169591  ,327.70710997  ,313.37985867  ,322.36250348  ,327.18169591  ,327.70710997  ,313.37985867  ,322.36250348  ,133284.94442612,42966068.36133335 ,327.14863255  ,-0.014629830584019121  ,-146.2983058401912
1305,2015-11-21,322.16121352  ,328.8466388   ,319.7352351   ,327.48358031  ,322.16121352  ,328.8466388   ,319.7352351   ,327.48358031  ,62242.83889684 ,20383507.73060041 ,322.36250348  ,0.015886080963872784   ,158.86080963872783
1304,2015-11-22,328.08462059  ,328.08462059  ,321.95411775  ,325.08238834  ,328.08462059  ,328.08462059  ,321.95411775  ,325.08238834  ,50517.16116908 ,16422239.40484319 ,327.48358031  ,-0.0073322514909814895 ,-73.3225149098149
1303,2015-11-23,325.20850212  ,325.6429003   ,322.05835548  ,324.09055696  ,325.20850212  ,325.6429003   ,322.05835548  ,324.09055696  ,60719.94123915 ,19678759.57469732 ,325.08238834  ,-0.0030510154212435303 ,-30.510154212435303
1302,2015-11-24,324.35849706  ,324.49052948  ,319.63205867  ,321.38810339  ,324.35849706  ,324.49052948  ,319.63205867  ,321.38810339  ,63287.65903352 ,20339900.70445985 ,324.09055696  ,-0.008338575475167365  ,-83.38575475167364
1301,2015-11-25,321.70752213  ,330.781229    ,318.56928575  ,329.71181372  ,321.70752213  ,330.781229    ,318.56928575  ,329.71181372  ,91808.11754185 ,30270220.94902624 ,321.38810339  ,0.02589924842332847    ,258.9924842332847
1300,2015-11-26,329.75806708  ,366.93883551  ,329.68128677  ,353.0324429   ,329.75806708  ,366.93883551  ,329.68128677  ,353.0324429   ,232300.50704307,82009615.48872036 ,329.71181372  ,0.07073034149696689    ,707.3034149696689
1299,2015-11-27,352.48136566  ,363.73306825  ,348.06420479  ,358.53975793  ,352.48136566  ,363.73306825  ,348.06420479  ,358.53975793  ,126431.2683496 ,45330636.34942925 ,353.0324429   ,0.015600025268952544   ,156.00025268952544
1298,2015-11-28,358.51425578  ,360.26392891  ,352.89500878  ,357.93083482  ,358.51425578  ,360.26392891  ,352.89500878  ,357.93083482  ,75868.30283377 ,27155604.96979899 ,358.53975793  ,-0.0016983419454389415 ,-16.983419454389413
1297,2015-11-29,358.70971413  ,372.98608853  ,357.07874277  ,372.29540068  ,358.70971413  ,372.98608853  ,357.07874277  ,372.29540068  ,84609.70576788 ,31499804.31009075 ,357.93083482  ,0.04013223914397823    ,401.32239143978234
1296,2015-11-30,372.48568027  ,382.76352475  ,370.40207239  ,377.66281744  ,372.48568027  ,382.76352475  ,370.40207239  ,377.66281744  ,151747.10596287,57309239.57567472 ,372.29540068  ,0.014417091240440882   ,144.17091240440882
1295,2015-12-01,377.46830182  ,379.7299964   ,356.3091597   ,363.12944381  ,377.46830182  ,379.7299964   ,356.3091597   ,363.12944381  ,131265.57145923,47666393.95521885 ,377.66281744  ,-0.03848240535966707   ,-384.8240535966707
1294,2015-12-02,363.01469427  ,363.01469427  ,348.9485305   ,359.55553712  ,363.01469427  ,363.01469427  ,348.9485305   ,359.55553712  ,114286.56157407,41092366.03231266 ,363.12944381  ,-0.009841963385018082  ,-98.41963385018082
1293,2015-12-03,359.86829387  ,370.57964702  ,357.76503862  ,361.81513428  ,359.86829387  ,370.57964702  ,357.76503862  ,361.81513428  ,103876.77237892,37584188.34709061 ,359.55553712  ,0.006284417639898177   ,62.844176398981766
