          ,close ,high   ,low    ,p_change,open   ,pre_close,volume  ,date    ,date_week,atr21             ,atr14             ,key
2018-03-06,242.16,242.94 ,237.36 ,2.763   ,239.1  ,235.65   ,15920243,20180306,1        ,11.0475159746684  ,10.69672018507688 ,184
2018-03-07,241.84,243.95 ,237.95 ,-0.132  ,238.0  ,242.16   ,14530226,20180307,2        ,10.7977417901584  ,10.377157493732403,185
2018-03-08,241.18,242.95 ,239.39 ,-0.273  ,242.95 ,241.84   ,10297761,20180308,3        ,10.139765251819066,9.468203161232577 ,186
2018-03-09,245.33,245.85 ,242.45 ,1.721   ,243.1  ,241.18   ,12638148,20180309,4        ,9.582513856080762 ,8.740442739733389 ,187
2018-03-12,251.74,253.0  ,246.87 ,2.613   ,246.99 ,245.33   ,511679  ,20180312,0        ,9.785921690402121 ,9.151050374436336 ,188
2018-03-13,247.71,254.5  ,246.04 ,-1.601  ,251.49 ,251.74   ,15494309,20180313,1        ,9.729928808691717 ,9.153576991178161 ,189
2018-03-14,248.74,250.55 ,246.22 ,0.416   ,249.45 ,247.71   ,12637361,20180314,2        ,9.34720800314954  ,8.669100059020431 ,190
2018-03-15,249.34,252.62 ,247.64 ,0.241   ,249.29 ,248.74   ,10048837,20180315,3        ,8.95018908929089  ,8.177220051150469 ,191
2018-03-16,250.48,251.25 ,248.48 ,0.457   ,250.0  ,249.34   ,9986432 ,20180316,4        ,8.388353711771886 ,7.456257377663011 ,192
2018-03-19,238.99,249.21 ,237.81 ,-4.587  ,248.18 ,250.48   ,885695  ,20180319,0        ,8.67395792245693  ,7.999423060641757 ,193
2018-03-20,249.58,251.15 ,241.12 ,4.431   ,241.12 ,238.99   ,13867409,20180320,1        ,8.797234476006304 ,8.270166652556394 ,194
2018-03-21,250.5 ,251.53 ,247.33 ,0.369   ,249.38 ,249.58   ,501662  ,20180321,2        ,9.137485889901669 ,8.839477765549244 ,195
2018-03-22,241.85,247.88 ,240.34 ,-3.453  ,246.0  ,250.5    ,13779919,20180322,3        ,9.146805354521387 ,8.892880730142718 ,196
2018-03-23,232.97,242.67 ,232.52 ,-3.672  ,242.4  ,241.85   ,18390461,20180323,4        ,9.949823054681406 ,10.10449663279096 ,197
2018-03-26,244.48,244.53 ,235.9  ,4.941   ,238.0  ,232.97   ,15285640,20180326,0        ,9.82983913992447  ,9.90789708175208  ,198
2018-03-27,225.52,250.0  ,219.845,-7.755  ,247.75 ,244.48   ,35225012,20180327,1        ,11.67758104602478 ,12.60751080418614 ,199
2018-03-28,221.35,229.39 ,217.0  ,-1.849  ,224.13 ,225.52   ,23647648,20180328,2        ,13.114164594172292,14.590509363628634,200
2018-03-29,231.59,235.5  ,220.7  ,4.626   ,224.105,221.35   ,22915692,20180329,3        ,13.267422359005408,14.618441448478158,201
2018-04-02,221.05,234.65 ,217.5  ,-4.551  ,228.74 ,231.59   ,23052315,20180402,0        ,13.6203839641286  ,14.955982588681152,202
2018-04-03,225.35,230.35 ,221.35 ,1.945   ,227.8  ,221.05   ,16685759,20180403,1        ,13.313076329920738,14.327184910190201,203
2018-04-04,226.24,226.66 ,214.0  ,0.395   ,215.01 ,225.35   ,19729161,20180404,2        ,13.253705754279279,14.104893588831468,204
2018-04-05,220.89,228.98 ,218.79 ,-2.365  ,228.23 ,226.24   ,1036930 ,20180405,3        ,12.975187048516931,13.58290777698719 ,205
2018-04-06,214.25,221.6  ,213.07 ,-3.006  ,217.23 ,220.89   ,16574720,20180406,4        ,12.992897316881434,13.52785340672223 ,206
2018-04-09,215.41,221.97 ,214.6  ,0.541   ,216.8  ,214.25   ,12488120,20180409,0        ,12.481724832272869,12.706806285825836,207
2018-04-10,227.91,229.0  ,222.41 ,5.803   ,224.72 ,215.41   ,19118807,20180410,1        ,12.687931666163106,12.97923211438241 ,208
2018-04-11,226.22,228.96 ,224.96 ,-0.742  ,227.31 ,227.91   ,646730  ,20180411,2        ,12.766301514852834,13.055334499131423,209
2018-04-12,234.6 ,235.32 ,228.215,3.704   ,230.0  ,226.22   ,14847950,20180412,3        ,12.27936501260387 ,12.3026232325805  ,210
2018-04-13,231.5 ,237.51 ,229.55 ,-1.321  ,237.17 ,234.6    ,12575892,20180413,4        ,12.189422738579877,12.167606801569748,211
2018-04-16,231.49,232.84 ,227.68 ,-0.004  ,231.77 ,231.5    ,8769776 ,20180416,0        ,11.710384307069203,11.467925894693739,212
2018-04-17,237.54,238.35 ,231.44 ,2.614   ,233.57 ,231.49   ,462604  ,20180417,1        ,11.273985733094145,10.860202442067877,213
2018-04-18,236.4 ,239.2  ,232.82 ,-0.48   ,235.51 ,237.54   ,439576  ,20180418,2        ,10.949987029677153,10.440175449792136,214
2018-04-19,229.04,233.1  ,226.8  ,-3.113  ,231.745,236.4    ,11799933,20180419,3        ,10.93089729968463 ,10.480152056486524,215
2018-04-20,229.72,232.0  ,227.83 ,0.297   ,228.74 ,229.04   ,325989  ,20180420,4        ,10.716270272216976,10.225465115621649,216
2018-04-23,223.88,231.5  ,222.83 ,-2.542  ,229.43 ,229.72   ,10687723,20180423,0        ,10.530245701839249,10.018069766872088,217
2018-04-24,221.2 ,228.8  ,218.56 ,-1.197  ,224.92 ,223.88   ,10364894,20180424,1        ,10.58749609263043 ,10.17032713128915 ,218
2018-04-25,216.66,221.575,210.3  ,-2.052  ,220.0  ,221.2    ,14712343,20180425,2        ,10.859541902604237,10.624950180450607,219
2018-04-26,224.47,224.51 ,220.64 ,3.605   ,223.21 ,216.66   ,310487  ,20180426,3        ,10.224129001915347,9.724290156390511 ,220
2018-04-27,226.33,230.3  ,224.62 ,0.829   ,229.5  ,224.47   ,10021245,20180427,4        ,10.534662729214826,10.24638480220511 ,221
2018-04-30,224.9 ,229.0  ,224.12 ,-0.632  ,226.99 ,226.33   ,8196067 ,20180430,0        ,10.020602480802081,9.530866828577752 ,222
2018-05-01,224.67,225.37 ,222.21 ,-0.102  ,224.34 ,224.9    ,252461  ,20180501,1        ,9.484184073169665 ,8.809417918100714 ,223
2018-05-02,226.31,228.8  ,225.25 ,0.73    ,227.0  ,224.67   ,6706185 ,20180502,2        ,8.976530975362056 ,8.154828862353938 ,224
2018-05-03,232.99,234.05 ,225.77 ,2.952   ,227.6  ,226.31   ,11078640,20180503,3        ,9.013209977618072 ,8.318185014040077 ,225
2018-05-04,239.06,239.189,231.13 ,2.605   ,231.83 ,232.99   ,10016538,20180504,4        ,9.364645434339403 ,8.926293678834737 ,226
2018-05-07,248.68,250.99 ,242.89 ,4.024   ,243.295,239.06   ,17190378,20180507,0        ,10.149677667867921,10.136121188323436,227
2018-05-08,250.4 ,250.51 ,246.71 ,0.692   ,248.69 ,248.68   ,12665374,20180508,1        ,10.267888789010074,10.311305029880307,228
2018-05-09,255.78,255.87 ,250.11 ,2.149   ,251.21 ,250.4    ,14918980,20180509,2        ,9.988080717197445 ,9.89513102589626  ,229
2018-05-10,260.13,260.5  ,257.2  ,1.701   ,257.92 ,255.78   ,24852029,20180510,3        ,9.998255197455007 ,9.922446889110084 ,230
2018-05-11,254.53,259.79 ,250.54 ,-2.153  ,252.78 ,260.13   ,30361406,20180511,4        ,9.930231997669408 ,9.83278730389541  ,231
2018-05-14,255.36,258.49 ,254.4  ,0.326   ,256.07 ,254.53   ,13078477,20180514,0        ,9.548392725067433 ,9.285748996709353 ,232
2018-05-15,245.56,252.9  ,241.5  ,-3.838  ,252.79 ,255.36   ,24088210,20180515,1        ,9.864902477399271 ,9.784982463814778 ,233
2018-05-16,246.01,248.52 ,242.51 ,0.183   ,244.0  ,245.56   ,13845706,20180516,2        ,10.136274979504737,10.193651468639482,234
2018-05-17,247.71,251.5  ,245.43 ,0.691   ,246.08 ,246.01   ,12994605,20180517,3        ,9.76661361766861  ,9.643831272820883 ,235
2018-05-18,245.94,252.37 ,245.74 ,-0.715  ,249.81 ,247.71   ,12092942,20180518,4        ,9.481466925109125 ,9.241987103111432 ,236
2018-05-21,244.24,250.03 ,240.49 ,-0.691  ,249.88 ,245.94   ,16015620,20180521,0        ,9.486788113736317 ,9.281722156029907 ,237
2018-05-22,242.7 ,245.8  ,240.25 ,-0.631  ,244.78 ,244.24   ,12946631,20180522,1        ,9.141625557897935 ,8.802825868559257 ,238
2018-05-23,247.54,247.59 ,240.25 ,1.994   ,240.28 ,242.7    ,11073926,20180523,2        ,8.977841416251794 ,8.607782419418024 ,239
2018-05-24,247.69,249.4  ,245.24 ,0.061   ,247.39 ,247.54   ,10934295,20180524,3        ,8.770764923843362 ,8.353411430162286 ,240
2018-05-25,249.28,249.94 ,246.76 ,0.642   ,248.2  ,247.69   ,7302782 ,20180525,4        ,8.26251356708146  ,7.663623239473981 ,241
2018-05-29,248.59,251.34 ,246.7  ,-0.277  ,248.55 ,249.28   ,8817083 ,20180529,1        ,7.93319415186345  ,7.2604734742107855,242
2018-05-30,252.99,253.34 ,248.95 ,1.77    ,249.95 ,248.59   ,9774864 ,20180530,2        ,7.611085592577541 ,6.877743677649349 ,243
2018-05-31,252.19,255.2  ,251.27 ,-0.316  ,251.7  ,252.99   ,12346709,20180531,3        ,7.520077811427552 ,6.842044520629433 ,244
2018-06-01,257.62,257.87 ,253.65 ,2.153   ,254.0  ,252.19   ,10549248,20180601,4        ,7.280070737645646 ,6.5804385845455045,245
2018-06-04,264.85,265.74 ,257.7  ,2.806   ,259.0  ,257.62   ,16050641,20180604,0        ,7.8500643069846205,7.509713439939438 ,246
2018-06-05,265.09,266.53 ,263.22 ,0.091   ,264.85 ,264.85   ,345626  ,20180605,1        ,7.946422097263973 ,7.696418314614176 ,247
2018-06-06,265.15,265.28 ,260.77 ,0.023   ,261.43 ,265.09   ,9283856 ,20180606,2        ,7.634020088406378 ,7.271562539332284 ,248
2018-06-07,262.9 ,265.478,259.25 ,-0.849  ,265.0  ,265.15   ,9236216 ,20180607,3        ,7.506200080363702 ,7.132420867421314 ,249
2018-06-08,262.28,264.0  ,259.2  ,-0.236  ,259.96 ,262.9    ,9011443 ,20180608,4        ,7.364727345779419 ,6.974764751765146 ,250
2018-06-11,260.62,263.45 ,260.1  ,-0.633  ,261.77 ,262.28   ,6634253 ,20180611,0        ,6.999752132513211 ,6.4914627848631214,251
2018-06-12,262.58,263.07 ,259.66 ,0.752   ,261.69 ,260.62   ,7978985 ,20180612,1        ,6.673411029546463 ,6.0806010802147   ,252
2018-06-13,262.4 ,265.67 ,262.03 ,-0.069  ,262.64 ,262.58   ,8455159 ,20180613,2        ,6.525828208674082 ,5.943187602852741 ,253
2018-06-14,266.97,269.19 ,263.68 ,1.742   ,264.3  ,262.4    ,450938  ,20180614,3        ,6.533480189703921 ,6.03209592247237  ,254
2018-06-15,265.26,267.48 ,263.348,-0.641  ,264.6  ,266.97   ,10806488,20180615,4        ,6.4013456270002225,5.9051497994760584,255
2018-06-18,265.09,265.8  ,262.38 ,-0.064  ,263.48 ,265.26   ,8906674 ,20180618,0        ,6.2366778427236875,5.729796492879254 ,256
2018-06-19,260.17,263.64 ,255.02 ,-1.856  ,260.92 ,265.09   ,14873324,20180619,1        ,6.600616220665512 ,6.331156960495351 ,257
2018-06-20,262.31,264.45 ,260.28 ,0.823   ,261.83 ,260.17   ,9244494 ,20180620,2        ,6.437832927874647 ,6.128336032429312 ,258
2018-06-21,257.13,264.29 ,256.93 ,-1.975  ,263.67 ,262.31   ,307508  ,20180621,3        ,6.521666298069312 ,6.292557894772072 ,259
2018-06-22,250.95,258.49 ,250.33 ,-2.403  ,257.95 ,257.13   ,10853954,20180622,4        ,7.01787845279809  ,7.050883508802469 ,260
2018-06-25,239.12,246.8  ,235.54 ,-4.714  ,246.65 ,250.95   ,16645431,20180625,0        ,8.342616775289926 ,8.989432374295474 ,261
2018-06-26,241.99,245.65 ,239.91 ,1.2     ,243.7  ,239.12   ,11972137,20180626,1        ,8.587833432084938 ,9.26284139105608  ,262
2018-06-27,235.72,246.43 ,235.5  ,-2.591  ,243.75 ,241.99   ,11347303,20180627,2        ,8.80075766553428  ,9.485129205581936 ,263
2018-06-28,240.86,241.34 ,235.01 ,2.181   ,235.32 ,235.72   ,8450297 ,20180628,3        ,8.63523424139303  ,9.151111978171025 ,264
2018-06-29,236.9 ,244.0  ,236.85 ,-1.644  ,243.49 ,240.86   ,9807477 ,20180629,4        ,8.60294021944789  ,9.03496371441488  ,265
2018-07-02,242.24,242.39 ,233.265,2.254   ,234.09 ,236.9    ,8939348 ,20180702,0        ,8.650400199498502 ,9.046968552492896 ,266
2018-07-03,236.84,243.8  ,236.59 ,-2.229  ,243.64 ,242.24   ,213375  ,20180703,1        ,8.519454726815765 ,8.80203941216051  ,267
2018-07-05,242.73,242.93 ,237.5  ,2.487   ,239.07 ,236.84   ,7655448 ,20180705,3        ,8.238595206194091 ,8.352434157205776 ,268
2018-07-06,247.33,247.665,240.88 ,1.895   ,241.74 ,242.73   ,7408822 ,20180706,4        ,8.473722914723464 ,8.682109602911662 ,269
2018-07-09,249.25,250.72 ,246.07 ,0.776   ,250.33 ,247.33   ,7597022 ,20180709,0        ,8.429748104293793 ,8.589828322523443 ,270
2018-07-10,253.25,254.14 ,248.12 ,1.605   ,249.75 ,249.25   ,9000390 ,20180710,1        ,8.282498276629905 ,8.35251787952031  ,271
2018-07-11,247.53,250.9  ,247.1  ,-2.259  ,249.5  ,253.25   ,9187660 ,20180711,2        ,7.874998433297873 ,7.74551549558427  ,272
2018-07-12,251.23,253.17 ,248.96 ,1.495   ,249.36 ,247.53   ,8637673 ,20180712,3        ,7.549089484814766 ,7.284780096173036 ,273
2018-07-13,249.32,251.98 ,247.62 ,-0.76   ,251.98 ,251.23   ,6179078 ,20180713,4        ,7.26735407710316  ,6.906809416683289 ,274
2018-07-16,248.2 ,250.34 ,247.7  ,-0.449  ,248.2  ,249.32   ,4925926 ,20180716,0        ,6.927594615547052 ,6.456568161125521 ,275
2018-07-17,253.69,254.3  ,245.18 ,2.212   ,246.21 ,248.2    ,9053395 ,20180717,1        ,7.126904195952547 ,6.811692406308785 ,276
2018-07-18,251.7 ,253.95 ,249.64 ,-0.784  ,253.39 ,253.69   ,6941041 ,20180718,2        ,7.001731087229199 ,6.670133418800947 ,277
2018-07-19,252.03,253.39 ,250.33 ,0.131   ,250.94 ,251.7    ,5893783 ,20180719,3        ,6.670664624752883 ,6.228782296294156 ,278
2018-07-20,250.89,253.5  ,250.45 ,-0.452  ,251.93 ,252.03   ,5562161 ,20180720,4        ,6.341513295229048 ,5.80494465678827  ,279
2018-07-23,249.41,249.89 ,243.28 ,-0.59   ,249.82 ,250.89   ,7539621 ,20180723,0        ,6.560466632026928 ,6.197618702549845 ,280
2018-07-24,248.71,254.85 ,248.0  ,-0.281  ,251.35 ,249.41   ,8865545 ,20180724,1        ,6.586787847297263 ,6.284602875543198 ,281
2018-07-25,251.87,252.38 ,246.75 ,1.271   ,249.09 ,248.71   ,8004551 ,20180725,2        ,6.499807133906433 ,6.197322492137438 ,282
2018-07-26,254.84,256.33 ,250.38 ,1.179   ,251.06 ,251.87   ,8128128 ,20180726,3        ,6.601642849006023 ,6.387012826519106 ,283
2018-07-27,252.02,256.6  ,249.84 ,-1.107  ,256.32 ,254.84   ,7385535 ,20180727,4        ,6.616038953641865 ,6.436744449649894 ,284
2018-07-30,244.13,252.83 ,242.72 ,-3.131  ,252.59 ,252.02   ,8508539 ,20180730,0        ,7.116399048766061 ,7.194511856363246 ,285
2018-07-31,244.86,247.88 ,242.14 ,0.299   ,243.71 ,244.13   ,7099696 ,20180731,1        ,7.367635498878576 ,7.552576942181491 ,286
2018-08-01,246.47,248.36 ,243.886,0.658   ,246.13 ,244.86   ,7088889 ,20180801,2        ,7.104577726252937 ,7.142100016557294 ,287
2018-08-02,250.62,250.78 ,241.21 ,1.684   ,243.59 ,246.47   ,6741689 ,20180802,3        ,7.32870702386655  ,7.465820014349655 ,288
2018-08-03,252.1 ,253.06 ,250.93 ,0.591   ,251.61 ,250.62   ,5357202 ,20180803,4        ,7.261551839878611 ,7.3490440124363605,289
2018-08-06,254.03,254.17 ,249.706,0.766   ,251.59 ,252.1    ,5187665 ,20180806,0        ,7.007228945343963 ,6.964371477444845 ,290
2018-08-07,256.95,257.7  ,254.92 ,1.149   ,256.0  ,254.03   ,6453260 ,20180807,1        ,6.879299041221676 ,6.782455280452195 ,291
2018-08-08,258.42,260.24 ,255.59 ,0.572   ,257.0  ,256.95   ,6552462 ,20180808,2        ,6.818453673837838 ,6.70612790972523  ,292
2018-08-09,256.46,259.25 ,256.15 ,-0.758  ,259.14 ,258.42   ,5106962 ,20180809,3        ,6.480412430761444 ,6.225310855095202 ,293
2018-08-10,254.79,256.1  ,252.7  ,-0.651  ,253.15 ,256.46   ,6415668 ,20180810,4        ,6.41128402796491  ,6.157936074415845 ,294
2018-08-13,256.12,261.0  ,255.07 ,0.522   ,255.14 ,254.79   ,9380158 ,20180813,0        ,6.367530934513531 ,6.127544597827067 ,295
2018-08-14,261.43,262.0  ,257.02 ,2.073   ,260.38 ,256.12   ,11655486,20180814,1        ,6.444119031375969 ,6.271871984783448 ,296
2018-08-15,259.08,263.639,255.9  ,-0.899  ,262.27 ,261.43   ,14778394,20180815,2        ,6.5618354830691175,6.467489053478989 ,297
2018-08-16,257.44,262.0  ,255.01 ,-0.633  ,261.9  ,259.08   ,20031476,20180816,3        ,6.6007595300628505,6.537157179681791 ,298
2018-08-17,244.82,252.97 ,243.73 ,-4.902  ,252.94 ,257.44   ,28579694,20180817,4        ,7.396145027330168 ,7.712202889057552 ,299
2018-08-20,247.84,253.2  ,238.72 ,1.234   ,243.18 ,244.82   ,21359655,20180820,0        ,8.425586388482335 ,9.179909170516552 ,300
2018-08-21,253.32,253.5  ,247.7  ,2.211   ,248.5  ,247.84   ,16849710,20180821,1        ,8.448714898620311 ,9.113254614447676 ,301
2018-08-22,262.82,263.02 ,251.86 ,3.75    ,252.0  ,253.32   ,18746422,20180822,2        ,9.060649907836817 ,9.922153999187978 ,302
2018-08-23,266.84,269.48 ,260.7  ,1.53    ,261.26 ,262.82   ,18017114,20180823,3        ,9.706045370760913 ,10.753866799296251,303
2018-08-24,272.22,272.81 ,267.0  ,2.016   ,267.18 ,266.84   ,13287762,20180824,4        ,9.73185942796447  ,10.65201789272341 ,304
2018-08-27,275.9 ,278.9  ,272.145,1.352   ,273.42 ,272.22   ,12644437,20180827,0        ,9.943508570876832 ,10.839748840360281,305
2018-08-28,274.38,276.58 ,269.53 ,-0.551  ,275.66 ,275.9    ,11884595,20180828,1        ,9.680462337160705 ,10.334448994978912,306
2018-08-29,278.49,279.5  ,273.08 ,1.498   ,273.92 ,274.38   ,10502741,20180829,2        ,9.384056670146045 ,9.81252246231506  ,307
2018-08-30,277.81,281.717,276.32 ,-0.244  ,277.23 ,278.49   ,8665230 ,20180830,3        ,9.197960609223646 ,9.48245280067305  ,308
2018-08-31,280.68,281.2  ,276.6  ,1.033   ,277.0  ,277.81   ,7664750 ,20180831,4        ,8.779964190203248 ,8.83145909391664  ,309
2018-09-04,283.7 ,285.22 ,279.0  ,1.076   ,280.15 ,280.68   ,9793027 ,20180904,1        ,8.655421991093847 ,8.641931214727759 ,310
2018-09-05,278.42,284.42 ,275.15 ,-1.861  ,282.99 ,283.7    ,9828919 ,20180905,2        ,8.711292719176235 ,8.72567371943073  ,311
2018-09-06,272.72,277.86 ,271.39 ,-2.047  ,277.76 ,278.42   ,8069889 ,20180906,3        ,9.038447926523892 ,9.203583890173308 ,312
2018-09-07,271.86,276.93 ,267.19 ,-0.315  ,269.0  ,272.72   ,7385468 ,20180907,4        ,9.237679933203564 ,9.473772704816877 ,313
2018-09-10,274.73,275.93 ,271.0  ,1.056   ,272.77 ,271.86   ,5503457 ,20180910,0        ,8.84607266654866  ,8.867936344174629 ,314
2018-09-11,272.8 ,276.4  ,272.02 ,-0.703  ,272.86 ,274.73   ,6077818 ,20180911,1        ,8.454611515044196 ,8.290878164951332 ,315
2018-09-12,268.2 ,271.98 ,261.92 ,-1.686  ,271.19 ,272.8    ,10477259,20180912,2        ,8.850555922767485 ,8.89342774295783  ,316
2018-09-13,271.34,275.0  ,270.16 ,1.171   ,270.86 ,268.2    ,7638387 ,20180913,3        ,8.485959929788596 ,8.352970710563449 ,317
2018-09-14,276.43,279.1  ,273.5  ,1.876   ,274.99 ,271.34   ,9673380 ,20180914,4        ,8.705418117989645 ,8.692574615821652 ,318
2018-09-17,273.93,277.38 ,273.15 ,-0.904  ,275.4  ,276.43   ,5138189 ,20180917,0        ,8.46310737999057  ,8.33889800037876  ,319
2018-09-18,271.02,278.24 ,270.75 ,-1.062  ,274.09 ,273.93   ,7488023 ,20180918,1        ,8.374643072718696 ,8.22571160032826  ,320
2018-09-19,271.98,272.699,268.25 ,0.354   ,270.27 ,271.02   ,5621465 ,20180919,2        ,8.129675520653354 ,7.886283386951167 ,321
2018-09-20,266.28,268.76 ,264.1  ,-2.096  ,267.05 ,271.98   ,10764569,20180920,3        ,8.019705018775772 ,7.7574456020243465,322
2018-09-21,263.45,268.6  ,262.11 ,-1.063  ,266.76 ,266.28   ,10878157,20180921,4        ,8.187913653432528 ,8.039119521754435 ,323
2018-09-24,265.7 ,265.84 ,258.68 ,0.854   ,262.2  ,263.45   ,7347826 ,20180924,0        ,8.134466957665934 ,7.98057025218718  ,324
2018-09-25,268.41,269.42 ,264.91 ,1.02    ,268.37 ,265.7    ,7009746 ,20180925,1        ,7.937697234241749 ,7.7124942185622185,325
2018-09-26,266.92,270.24 ,266.28 ,-0.555  ,268.61 ,268.41   ,6713688 ,20180926,2        ,7.628815667492486 ,7.289494989420585 ,326
2018-09-27,267.4 ,269.2  ,266.129,0.18    ,268.34 ,266.92   ,5360717 ,20180927,3        ,7.214468788629518 ,6.72702899083117  ,327
2018-09-28,281.02,281.915,271.6  ,5.093   ,272.73 ,267.4    ,17734914,20180928,4        ,7.921789807845029 ,7.829425125387007 ,328
2018-10-01,289.36,292.06 ,282.6  ,2.968   ,284.16 ,281.02   ,15551453,20181001,0        ,9.443445279859153 ,10.073501775335409,329
2018-10-02,286.48,292.76 ,285.58 ,-0.995  ,288.25 ,289.36   ,9599118 ,20181002,1        ,9.652222981690144 ,10.295701538624021,330
2018-10-03,286.73,289.62 ,282.53 ,0.087   ,289.32 ,286.48   ,8013769 ,20181003,2        ,9.419293619718312 ,9.868274666807489 ,331
2018-10-04,279.29,286.25 ,276.18 ,-2.595  ,285.27 ,286.73   ,9780489 ,20181004,3        ,9.499357836107563 ,9.925838044566499 ,332
2018-10-05,269.86,280.8  ,267.54 ,-3.376  ,278.29 ,279.29   ,10665861,20181005,4        ,10.380325305552349,11.161059638624305,333
2018-10-08,265.77,271.16 ,260.08 ,-1.516  ,266.5  ,269.86   ,10215265,20181008,0        ,11.183023005047604,12.234251686807736,334
2018-10-09,265.54,268.76 ,262.8  ,-0.087  ,264.94 ,265.77   ,6837493 ,20181009,1        ,10.808202731861453,11.544351461900037,335
2018-10-10,245.69,263.11 ,245.6  ,-7.475  ,261.26 ,265.54   ,17123454,20181010,2        ,11.659275210783147,12.694437933646698,336
2018-10-11,235.13,247.56 ,234.26 ,-4.298  ,242.17 ,245.69   ,18135929,20181011,3        ,13.442977464348342,15.17251287582715 ,337
2018-10-12,246.54,249.54 ,239.65 ,4.853   ,245.507,235.13   ,15205917,20181012,4        ,13.119979513043942,14.468177825716861,338
2018-10-15,235.38,246.0  ,235.34 ,-4.527  ,246.0  ,246.54   ,11244032,20181015,0        ,12.915435920949031,13.988420782287939,339
2018-10-16,245.83,246.28 ,237.94 ,4.44    ,239.93 ,235.38   ,10217795,20181016,1        ,12.523123564499127,13.269964677982895,340
2018-10-17,242.9 ,249.5  ,241.16 ,-1.192  ,248.22 ,245.83   ,303002  ,20181017,2        ,12.668294149544657,13.383302720918502,341
2018-10-18,239.53,247.41 ,237.09 ,-1.387  ,245.86 ,242.9    ,13100548,20181018,3        ,12.454812863222413,12.974862358129368,342
2018-10-19,229.17,242.55 ,227.7  ,-4.325  ,241.76 ,239.53   ,15340249,20181019,4        ,12.704375330202202,13.271547377045463,343
2018-10-22,231.22,235.32 ,227.07 ,0.895   ,231.28 ,229.17   ,9221091 ,20181022,0        ,12.682159391092917,13.163341060106076,344
2018-10-23,221.06,224.19 ,216.71 ,-4.394  ,220.43 ,231.22   ,15660945,20181023,1        ,12.661963082811743,13.069562252091934,345
2018-10-24,199.41,221.39 ,198.85 ,-9.794  ,219.51 ,221.06   ,22107199,20181024,2        ,14.453602802556142,15.642953951813015,346
2018-10-25,204.64,209.34 ,193.8  ,2.623   ,195.26 ,199.41   ,878301  ,20181025,3        ,15.6178207295965  ,17.191893424904617,347
2018-10-26,198.29,204.84 ,193.12 ,-3.103  ,198.31 ,204.64   ,16619628,20181026,4        ,15.263473390542272,16.462307634917334,348
2018-10-29,185.62,204.13 ,176.01 ,-6.39   ,203.99 ,198.29   ,18950441,20181029,0        ,16.478612173220252,18.08466661692836 ,349
2018-10-30,203.0 ,203.4  ,185.62 ,9.363   ,186.55 ,185.62   ,20179768,20181030,1        ,16.596920157472958,18.044044401337914,350
2018-10-31,210.83,212.59 ,204.01 ,3.857   ,209.65 ,203.0    ,18644304,20181031,2        ,17.53992741588451 ,19.234171814492854,351
2018-11-01,218.11,218.49 ,207.19 ,3.453   ,212.3  ,210.83   ,14163208,20181101,3        ,17.353570378076824,18.7349489058938  ,352
2018-11-02,214.92,222.0  ,210.21 ,-1.463  ,217.73 ,218.11   ,11324002,20181102,4        ,16.847791252797112,17.80895571844129 ,353
2018-11-05,214.92,222.0  ,210.21 ,0.0     ,217.73 ,214.92   ,11324002,20181105,0        ,16.387992047997372,17.006428289315785,354
2018-11-06,211.77,215.33 ,205.28 ,-1.466  ,214.39 ,214.92   ,9483260 ,20181106,1        ,15.811810952724883,16.078904517407015,355
2018-11-07,213.68,217.31 ,211.21 ,0.902   ,214.02 ,211.77   ,597413  ,20181107,2        ,14.928919047931709,14.748383915086078,356
2018-11-08,213.79,217.41 ,211.18 ,0.051   ,213.75 ,213.68   ,12095301,20181108,3        ,14.138108225392461,13.6125993930746  ,357
2018-11-09,205.67,209.32 ,201.04 ,-3.798  ,202.4  ,213.79   ,10331049,20181109,4        ,14.001916568538608,13.482919473997995,358
2018-11-12,189.54,202.87 ,188.66 ,-7.843  ,201.98 ,205.67   ,15427947,20181112,0        ,15.01356051685329 ,15.035863544131612,359
2018-11-13,199.31,204.21 ,193.237,5.155   ,193.49 ,189.54   ,16117775,20181113,1        ,14.778964106230271,14.68881507158074 ,360
2018-11-14,197.18,206.88 ,192.9  ,-1.069  ,206.14 ,199.31   ,509157  ,20181114,2        ,15.011785551118423,15.042306395369968,361
2018-11-15,202.39,205.3  ,195.5  ,2.642   ,196.95 ,197.18   ,21017716,20181115,3        ,14.537986864653112,14.34333220932064 ,362
2018-11-16,164.43,170.66 ,161.61 ,-18.756 ,163.32 ,202.39   ,49087977,20181116,4        ,16.44998805877556 ,17.173554581411224,363
2018-11-19,154.42,161.77 ,154.04 ,-6.088  ,161.77 ,164.43   ,187992  ,20181119,0        ,19.349989144341425,21.330413970556396,364
2018-11-20,149.21,154.25 ,133.35 ,-3.374  ,134.19 ,154.42   ,1494375 ,20181120,1        ,20.416353767583118,22.63035877448221 ,365
2018-11-21,144.71,155.3  ,143.61 ,-3.016  ,154.62 ,149.21   ,25617252,20181121,2        ,19.623048879621017,21.171644271217914,366
2018-11-23,145.0 ,149.59 ,142.789,0.2     ,143.31 ,144.71   ,10299211,20181123,4        ,18.457408072382744,19.25555836838886 ,367
2018-11-26,153.05,153.47 ,146.56 ,5.552   ,149.89 ,145.0    ,20370806,20181126,0        ,17.575825520347948,17.85615058593701 ,368
